"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat"
"5058","8",23400000,23500000,"test","X0","bone","99.9.",9
"5078","8",33400000,33500000,"test","X0","bone","99.9.",9
"5098","8",38100000,38200000,"test","X0","bone","99.9.",9
"51112","8",55300000,55400000,"test","X0","bone","99.9.",9
"5168","8",60600000,60700000,"test","X0","bone","99.9.",9
"5188","8",65300000,65400000,"test","X0","bone","99.9.",9
"5238","8",76900000,7.7e+07,"test","X0","bone","99.9.",9
"5248","8",77700000,77800000,"test","X0","bone","99.9.",9
"5268","8",79200000,79300000,"test","X0","bone","99.9.",9
"5448","8",96900000,9.7e+07,"test","X0","bone","99.9.",9
"5488","8",102600000,102700000,"test","X0","bone","99.9.",9
"55112","8",105100000,105200000,"test","X0","bone","99.9.",9
"5588","8",130400000,130500000,"test","X0","bone","99.9.",9
"5608","8",131700000,131800000,"test","X0","bone","99.9.",9
"56112","8",136900000,1.37e+08,"test","X0","bone","99.9.",9
"5648","8",140800000,140900000,"test","X0","bone","99.9.",9
"5668","8",1.46e+08,146100000,"test","X0","bone","99.9.",9
"5678","9",19300000,19400000,"test","X0","bone","99.9.",9
"5688","9",19800000,19900000,"test","X0","bone","99.9.",9
"5698","9",21100000,21200000,"test","X0","bone","99.9.",9
"57210","9",21800000,21900000,"test","X0","bone","99.9.",9
"5768","9",22200000,22300000,"test","X0","bone","99.9.",9
"58210","9",41200000,41300000,"test","X0","bone","99.9.",9
"5838","9",42100000,42200000,"test","X0","bone","99.9.",9
"5868","9",69100000,69200000,"test","X0","bone","99.9.",9
"59112","9",87200000,87300000,"test","X0","bone","99.9.",9
"5978","9",109600000,109700000,"test","X0","bone","99.9.",9
"6008","9",113700000,113800000,"test","X0","bone","99.9.",9
"60112","9",117800000,117900000,"test","X0","bone","99.9.",9
"6058","9",122100000,122200000,"test","X0","bone","99.9.",9
"6068","9",122400000,122500000,"test","X0","bone","99.9.",9
"6078","9",122500000,122600000,"test","X0","bone","99.9.",9
"6088","9",123100000,123200000,"test","X0","bone","99.9.",9
"6098","9",124600000,124700000,"test","X0","bone","99.9.",9
"61112","9",129900000,1.3e+08,"test","X0","bone","99.9.",9
"6158","9",137300000,137400000,"test","X0","bone","99.9.",9
"6178","9",137600000,137700000,"test","X0","bone","99.9.",9
"6198","9",138700000,138800000,"test","X0","bone","99.9.",9
"6208","9",139800000,139900000,"test","X0","bone","99.9.",9
"62112","9",140100000,140200000,"test","X0","bone","99.9.",9
"6278","10",17300000,17400000,"test","X0","bone","99.9.",9
"6298","10",19200000,19300000,"test","X0","bone","99.9.",9
"6308","10",22300000,22400000,"test","X0","bone","99.9.",9
"63112","10",22700000,22800000,"test","X0","bone","99.9.",9
"64112","10",65300000,65400000,"test","X0","bone","99.9.",9
"6438","10",71300000,71400000,"test","X0","bone","99.9.",9
"6458","10",79700000,79800000,"test","X0","bone","99.9.",9
"65210","10",99300000,99400000,"test","X0","bone","99.9.",9
"6538","10",100200000,100300000,"test","X0","bone","99.9.",9
"6558","10",100500000,100600000,"test","X0","bone","99.9.",9
"6608","10",102300000,102400000,"test","X0","bone","99.9.",9
"66112","10",1.05e+08,105100000,"test","X0","bone","99.9.",9
"6638","10",106500000,106600000,"test","X0","bone","99.9.",9
"6658","10",112100000,112200000,"test","X0","bone","99.9.",9
"6678","10",1.21e+08,121100000,"test","X0","bone","99.9.",9
"6758","11",1100000,1200000,"test","X0","bone","99.9.",9
"6798","11",1900000,2e+06,"test","X0","bone","99.9.",9
"6878","11",16700000,16800000,"test","X0","bone","99.9.",9
"6938","11",45700000,45800000,"test","X0","bone","99.9.",9
"6988","11",60500000,60600000,"test","X0","bone","99.9.",9
"70210","11",68500000,68600000,"test","X0","bone","99.9.",9
"7038","11",68900000,6.9e+07,"test","X0","bone","99.9.",9
"7048","11",69500000,69600000,"test","X0","bone","99.9.",9
"7078","11",71200000,71300000,"test","X0","bone","99.9.",9
"7098","11",77700000,77800000,"test","X0","bone","99.9.",9
"71012","11",7.8e+07,78100000,"test","X0","bone","99.9.",9
"7139","11",7.9e+07,79100000,"test","X0","bone","99.9.",9
"7148","11",79500000,79600000,"test","X0","bone","99.9.",9
"7158","11",80200000,80300000,"test","X0","bone","99.9.",9
"7178","11",81900000,8.2e+07,"test","X0","bone","99.9.",9
"7198","11",84100000,84200000,"test","X0","bone","99.9.",9
"7278","11",105900000,1.06e+08,"test","X0","bone","99.9.",9
"7308","11",123100000,123200000,"test","X0","bone","99.9.",9
"73210","11",128300000,128400000,"test","X0","bone","99.9.",9
"7338","11",128500000,128600000,"test","X0","bone","99.9.",9
"7358","11",1.29e+08,129100000,"test","X0","bone","99.9.",9
"7388","12",3400000,3500000,"test","X0","bone","99.9.",9
"7398","12",3600000,3700000,"test","X0","bone","99.9.",9
"7448","12",18200000,18300000,"test","X0","bone","99.9.",9
"75210","12",31300000,31400000,"test","X0","bone","99.9.",9
"7558","12",39900000,4e+07,"test","X0","bone","99.9.",9
"7568","12",4.4e+07,44100000,"test","X0","bone","99.9.",9
"7588","12",47400000,47500000,"test","X0","bone","99.9.",9
"7648","12",56500000,56600000,"test","X0","bone","99.9.",9
"7658","12",61700000,61800000,"test","X0","bone","99.9.",9
"7678","12",69500000,69600000,"test","X0","bone","99.9.",9
"7688","12",7.4e+07,74100000,"test","X0","bone","99.9.",9
"77210","12",82700000,82800000,"test","X0","bone","99.9.",9
"7798","12",104300000,104400000,"test","X0","bone","99.9.",9
"78112","12",108200000,108300000,"test","X0","bone","99.9.",9
"7838","12",117600000,117700000,"test","X0","bone","99.9.",9
"7888","12",125200000,125300000,"test","X0","bone","99.9.",9
"79210","12",130900000,1.31e+08,"test","X0","bone","99.9.",9
"7938","12",131800000,131900000,"test","X0","bone","99.9.",9
"7998","13",22300000,22400000,"test","X0","bone","99.9.",9
"80112","13",28600000,28700000,"test","X0","bone","99.9.",9
"8038","13",30600000,30700000,"test","X0","bone","99.9.",9
"8058","13",3.1e+07,31100000,"test","X0","bone","99.9.",9
"8068","13",40200000,40300000,"test","X0","bone","99.9.",9
"8288","13",109600000,109700000,"test","X0","bone","99.9.",9
"8308","13",114800000,114900000,"test","X0","bone","99.9.",9
"83112","14",20300000,20400000,"test","X0","bone","99.9.",9
"83210","14",21700000,21800000,"test","X0","bone","99.9.",9
"8358","14",28600000,28700000,"test","X0","bone","99.9.",9
"8408","14",48800000,48900000,"test","X0","bone","99.9.",9
"84112","14",49600000,49700000,"test","X0","bone","99.9.",9
"84210","14",50900000,5.1e+07,"test","X0","bone","99.9.",9
"8438","14",55500000,55600000,"test","X0","bone","99.9.",9
"8448","14",56100000,56200000,"test","X0","bone","99.9.",9
"8488","14",69800000,69900000,"test","X0","bone","99.9.",9
"8508","14",71500000,71600000,"test","X0","bone","99.9.",9
"85210","14",81400000,81500000,"test","X0","bone","99.9.",9
"8558","14",96700000,96800000,"test","X0","bone","99.9.",9
"8578","14",102600000,102700000,"test","X0","bone","99.9.",9
"8588","14",105400000,105500000,"test","X0","bone","99.9.",9
"8648","15",23600000,23700000,"test","X0","bone","99.9.",9
"8698","15",34800000,34900000,"test","X0","bone","99.9.",9
"8848","15",72300000,72400000,"test","X0","bone","99.9.",9
"8948","15",94700000,94800000,"test","X0","bone","99.9.",9
"9048","16",25100000,25200000,"test","X0","bone","99.9.",9
"9058","16",2.8e+07,28100000,"test","X0","bone","99.9.",9
"9098","16",32800000,32900000,"test","X0","bone","99.9.",9
"9188","16",71700000,71800000,"test","X0","bone","99.9.",9
"9268","17",1100000,1200000,"test","X0","bone","99.9.",9
"93210","17",7e+06,7100000,"test","X0","bone","99.9.",9
"9348","17",13400000,13500000,"test","X0","bone","99.9.",9
"9368","17",21300000,21400000,"test","X0","bone","99.9.",9
"9388","17",27500000,27600000,"test","X0","bone","99.9.",9
"9398","17",29100000,29200000,"test","X0","bone","99.9.",9
"94210","17",38200000,38300000,"test","X0","bone","99.9.",9
"9478","17",47400000,47500000,"test","X0","bone","99.9.",9
"95210","17",58700000,58800000,"test","X0","bone","99.9.",9
"9568","17",63900000,6.4e+07,"test","X0","bone","99.9.",9
"9578","17",72200000,72300000,"test","X0","bone","99.9.",9
"9598","17",7.7e+07,77100000,"test","X0","bone","99.9.",9
"9648","17",80900000,8.1e+07,"test","X0","bone","99.9.",9
"98112","18",74400000,74500000,"test","X0","bone","99.9.",9
"9838","19",1100000,1200000,"test","X0","bone","99.9.",9
"9888","19",7800000,7900000,"test","X0","bone","99.9.",9
"10008","19",41400000,41500000,"test","X0","bone","99.9.",9
"10038","19",42700000,42800000,"test","X0","bone","99.9.",9
"10058","19",4.5e+07,45100000,"test","X0","bone","99.9.",9
"10068","19",45900000,4.6e+07,"test","X0","bone","99.9.",9
"10158","20",14500000,14600000,"test","X0","bone","99.9.",9
"10238","20",3.7e+07,37100000,"test","X0","bone","99.9.",9
"10258","20",53700000,53800000,"test","X0","bone","99.9.",9
"10278","20",57200000,57300000,"test","X0","bone","99.9.",9
"10298","20",61500000,61600000,"test","X0","bone","99.9.",9
"10438","21",37300000,37400000,"test","X0","bone","99.9.",9
"10448","21",37500000,37600000,"test","X0","bone","99.9.",9
"10478","21",38100000,38200000,"test","X0","bone","99.9.",9
"10548","21",40200000,40300000,"test","X0","bone","99.9.",9
"10578","21",40500000,40600000,"test","X0","bone","99.9.",9
"106112","21",45100000,45200000,"test","X0","bone","99.9.",9
"106210","21",45600000,45700000,"test","X0","bone","99.9.",9
"10658","21",46800000,46900000,"test","X0","bone","99.9.",9
"10668","21",4.7e+07,47100000,"test","X0","bone","99.9.",9
"10698","22",17200000,17300000,"test","X0","bone","99.9.",9
"10708","22",18700000,18800000,"test","X0","bone","99.9.",9
"10738","22",20800000,20900000,"test","X0","bone","99.9.",9
"10798","22",2.7e+07,27100000,"test","X0","bone","99.9.",9
"10808","22",27200000,27300000,"test","X0","bone","99.9.",9
"10868","22",2.8e+07,28100000,"test","X0","bone","99.9.",9
"10898","22",28800000,28900000,"test","X0","bone","99.9.",9
"10908","22",28900000,2.9e+07,"test","X0","bone","99.9.",9
"10958","22",29500000,29600000,"test","X0","bone","99.9.",9
"10978","22",29700000,29800000,"test","X0","bone","99.9.",9
"10998","22",3e+07,30100000,"test","X0","bone","99.9.",9
"11008","22",30100000,30200000,"test","X0","bone","99.9.",9
"110112","22",30200000,30300000,"test","X0","bone","99.9.",9
"110210","22",30600000,30700000,"test","X0","bone","99.9.",9
"11058","22",32300000,32400000,"test","X0","bone","99.9.",9
"11088","22",35600000,35700000,"test","X0","bone","99.9.",9
"11148","22",44200000,44300000,"test","X0","bone","99.9.",9
"11258","X",21400000,21500000,"test","X0","bone","99.9.",9
"11268","X",22700000,22800000,"test","X0","bone","99.9.",9
"11298","X",32500000,32600000,"test","X0","bone","99.9.",9
"113112","X",42300000,42400000,"test","X0","bone","99.9.",9
"11358","X",49600000,49700000,"test","X0","bone","99.9.",9
"11398","X",56500000,56600000,"test","X0","bone","99.9.",9
"114112","X",70400000,70500000,"test","X0","bone","99.9.",9
"11438","X",77100000,77200000,"test","X0","bone","99.9.",9
"11448","X",77900000,7.8e+07,"test","X0","bone","99.9.",9
"11488","X",108600000,108700000,"test","X0","bone","99.9.",9
"115112","X",121300000,121400000,"test","X0","bone","99.9.",9
"11588","X",147200000,147300000,"test","X0","bone","99.9.",9
"7348","11",128600000,128700000,"test","X1","bone","99.9.",9
"7988","13",21700000,21800000,"test","X1","bone","99.9.",9
"8688","15",34700000,34800000,"test","X1","bone","99.9.",9
"8708","15",41800000,41900000,"test","X1","bone","99.9.",9
"9088","16",32600000,32700000,"test","X1","bone","99.9.",9
"9688","18",9200000,9300000,"test","X1","bone","99.9.",9
"9708","18",11600000,11700000,"test","X1","bone","99.9.",9
"9738","18",19900000,2e+07,"test","X1","bone","99.9.",9
"101310","20",2300000,2400000,"test","X1","bone","99.9.",9
"1200","1",1e+06,1100000,"train","X0","bone","99.9.",10
"4140","1",4200000,4300000,"train","X0","bone","99.9.",10
"5149","1",6400000,6500000,"train","X0","bone","99.9.",10
"6140","1",7600000,7700000,"train","X0","bone","99.9.",10
"7140","1",1.1e+07,11100000,"train","X0","bone","99.9.",10
"8140","1",14800000,14900000,"train","X0","bone","99.9.",10
"9140","1",15100000,15200000,"train","X0","bone","99.9.",10
"10140","1",16100000,16200000,"train","X0","bone","99.9.",10
"11100","1",18600000,18700000,"train","X0","bone","99.9.",10
"1230","1",18800000,18900000,"train","X0","bone","99.9.",10
"1330","1",23900000,2.4e+07,"train","X0","bone","99.9.",10
"1630","1",26600000,26700000,"train","X0","bone","99.9.",10
"1730","1",2.7e+07,27100000,"train","X0","bone","99.9.",10
"1830","1",28300000,28400000,"train","X0","bone","99.9.",10
"1930","1",2.9e+07,29100000,"train","X0","bone","99.9.",10
"2030","1",30700000,30800000,"train","X0","bone","99.9.",10
"2230","1",36700000,36800000,"train","X0","bone","99.9.",10
"2339","1",37700000,37800000,"train","X0","bone","99.9.",10
"2530","1",38400000,38500000,"train","X0","bone","99.9.",10
"2630","1",43100000,43200000,"train","X0","bone","99.9.",10
"2730","1",43200000,43300000,"train","X0","bone","99.9.",10
"2930","1",53600000,53700000,"train","X0","bone","99.9.",10
"3140","1",59600000,59700000,"train","X0","bone","99.9.",10
"3230","1",59900000,6e+07,"train","X0","bone","99.9.",10
"3330","1",67200000,67300000,"train","X0","bone","99.9.",10
"3439","1",77400000,77500000,"train","X0","bone","99.9.",10
"3530","1",85500000,85600000,"train","X0","bone","99.9.",10
"3630","1",88200000,88300000,"train","X0","bone","99.9.",10
"3939","1",103300000,103400000,"train","X0","bone","99.9.",10
"4039","1",106500000,106600000,"train","X0","bone","99.9.",10
"4230","1",112200000,112300000,"train","X0","bone","99.9.",10
"4330","1",115100000,115200000,"train","X0","bone","99.9.",10
"4630","1",120600000,120700000,"train","X0","bone","99.9.",10
"4839","1",143100000,143200000,"train","X0","bone","99.9.",10
"5430","1",165500000,165600000,"train","X0","bone","99.9.",10
"5530","1",169100000,169200000,"train","X0","bone","99.9.",10
"5639","1",174600000,174700000,"train","X0","bone","99.9.",10
"5730","1",180100000,180200000,"train","X0","bone","99.9.",10
"5830","1",182300000,182400000,"train","X0","bone","99.9.",10
"5930","1",182400000,182500000,"train","X0","bone","99.9.",10
"6030","1",184800000,184900000,"train","X0","bone","99.9.",10
"6149","1",184900000,1.85e+08,"train","X0","bone","99.9.",10
"6239","1",186300000,186400000,"train","X0","bone","99.9.",10
"6339","1",190100000,190200000,"train","X0","bone","99.9.",10
"6430","1",191800000,191900000,"train","X0","bone","99.9.",10
"6639","1",193400000,193500000,"train","X0","bone","99.9.",10
"6730","1",196300000,196400000,"train","X0","bone","99.9.",10
"6830","1",198600000,198700000,"train","X0","bone","99.9.",10
"6930","1",198800000,198900000,"train","X0","bone","99.9.",10
"7030","1",198900000,1.99e+08,"train","X0","bone","99.9.",10
"7149","1",200300000,200400000,"train","X0","bone","99.9.",10
"7230","1",202200000,202300000,"train","X0","bone","99.9.",10
"7330","1",203900000,2.04e+08,"train","X0","bone","99.9.",10
"7430","1",212200000,212300000,"train","X0","bone","99.9.",10
"7530","1",221800000,221900000,"train","X0","bone","99.9.",10
"7630","1",229700000,229800000,"train","X0","bone","99.9.",10
"8039","1",242500000,242600000,"train","X0","bone","99.9.",10
"8149","1",243100000,243200000,"train","X0","bone","99.9.",10
"8839","2",10100000,10200000,"train","X0","bone","99.9.",10
"8939","2",10200000,10300000,"train","X0","bone","99.9.",10
"9030","2",10800000,10900000,"train","X0","bone","99.9.",10
"9149","2",10900000,1.1e+07,"train","X0","bone","99.9.",10
"9230","2",11400000,11500000,"train","X0","bone","99.9.",10
"9430","2",11700000,11800000,"train","X0","bone","99.9.",10
"9530","2",15700000,15800000,"train","X0","bone","99.9.",10
"9630","2",15900000,1.6e+07,"train","X0","bone","99.9.",10
"9730","2",1.6e+07,16100000,"train","X0","bone","99.9.",10
"9830","2",16200000,16300000,"train","X0","bone","99.9.",10
"9930","2",16300000,16400000,"train","X0","bone","99.9.",10
"10039","2",16400000,16500000,"train","X0","bone","99.9.",10
"10149","2",1.7e+07,17100000,"train","X0","bone","99.9.",10
"10230","2",17100000,17200000,"train","X0","bone","99.9.",10
"10330","2",19700000,19800000,"train","X0","bone","99.9.",10
"10439","2",20400000,20500000,"train","X0","bone","99.9.",10
"10539","2",51900000,5.2e+07,"train","X0","bone","99.9.",10
"10630","2",55100000,55200000,"train","X0","bone","99.9.",10
"10730","2",61700000,61800000,"train","X0","bone","99.9.",10
"10930","2",67200000,67300000,"train","X0","bone","99.9.",10
"11030","2",67400000,67500000,"train","X0","bone","99.9.",10
"11130","2",73800000,73900000,"train","X0","bone","99.9.",10
"11530","2",8.5e+07,85100000,"train","X0","bone","99.9.",10
"11712","2",85700000,85800000,"train","X0","bone","99.9.",10
"11811","2",86300000,86400000,"train","X0","bone","99.9.",10
"11910","2",87700000,87800000,"train","X0","bone","99.9.",10
"12113","2",92100000,92200000,"train","X0","bone","99.9.",10
"12211","2",96500000,96600000,"train","X0","bone","99.9.",10
"1239","2",102900000,1.03e+08,"train","X0","bone","99.9.",10
"1249","2",108900000,1.09e+08,"train","X0","bone","99.9.",10
"1269","2",112200000,112300000,"train","X0","bone","99.9.",10
"1279","2",112900000,1.13e+08,"train","X0","bone","99.9.",10
"1299","2",114200000,114300000,"train","X0","bone","99.9.",10
"1309","2",117300000,117400000,"train","X0","bone","99.9.",10
"1349","2",137700000,137800000,"train","X0","bone","99.9.",10
"1369","2",1.42e+08,142100000,"train","X0","bone","99.9.",10
"1379","2",157200000,157300000,"train","X0","bone","99.9.",10
"1399","2",1.61e+08,161100000,"train","X0","bone","99.9.",10
"1439","2",161800000,161900000,"train","X0","bone","99.9.",10
"1449","2",162300000,162400000,"train","X0","bone","99.9.",10
"1469","2",174100000,174200000,"train","X0","bone","99.9.",10
"1479","2",176900000,1.77e+08,"train","X0","bone","99.9.",10
"1489","2",179300000,179400000,"train","X0","bone","99.9.",10
"1499","2",183900000,1.84e+08,"train","X0","bone","99.9.",10
"15113","2",186400000,186500000,"train","X0","bone","99.9.",10
"15211","2",186800000,186900000,"train","X0","bone","99.9.",10
"1569","2",190400000,190500000,"train","X0","bone","99.9.",10
"1589","2",191800000,191900000,"train","X0","bone","99.9.",10
"1599","2",192400000,192500000,"train","X0","bone","99.9.",10
"16211","2",198200000,198300000,"train","X0","bone","99.9.",10
"1639","2",207900000,2.08e+08,"train","X0","bone","99.9.",10
"1649","2",211900000,2.12e+08,"train","X0","bone","99.9.",10
"1659","2",213400000,213500000,"train","X0","bone","99.9.",10
"1669","2",213800000,213900000,"train","X0","bone","99.9.",10
"1689","2",217700000,217800000,"train","X0","bone","99.9.",10
"17113","2",219200000,219300000,"train","X0","bone","99.9.",10
"1739","2",220300000,220400000,"train","X0","bone","99.9.",10
"1759","2",2.28e+08,228100000,"train","X0","bone","99.9.",10
"1769","2",228100000,228200000,"train","X0","bone","99.9.",10
"1779","2",228600000,228700000,"train","X0","bone","99.9.",10
"1789","2",229500000,229600000,"train","X0","bone","99.9.",10
"1799","2",230900000,2.31e+08,"train","X0","bone","99.9.",10
"1809","2",233100000,233200000,"train","X0","bone","99.9.",10
"18113","2",233200000,233300000,"train","X0","bone","99.9.",10
"18211","2",233300000,233400000,"train","X0","bone","99.9.",10
"1839","2",233400000,233500000,"train","X0","bone","99.9.",10
"1859","2",235800000,235900000,"train","X0","bone","99.9.",10
"1869","2",236700000,236800000,"train","X0","bone","99.9.",10
"1889","3",2300000,2400000,"train","X0","bone","99.9.",10
"19113","3",43800000,43900000,"train","X0","bone","99.9.",10
"19211","3",4.5e+07,45100000,"train","X0","bone","99.9.",10
"1949","3",49400000,49500000,"train","X0","bone","99.9.",10
"1959","3",53200000,53300000,"train","X0","bone","99.9.",10
"1969","3",53300000,53400000,"train","X0","bone","99.9.",10
"1979","3",55300000,55400000,"train","X0","bone","99.9.",10
"1989","3",58100000,58200000,"train","X0","bone","99.9.",10
"1999","3",58200000,58300000,"train","X0","bone","99.9.",10
"20113","3",6.7e+07,67100000,"train","X0","bone","99.9.",10
"20211","3",67800000,67900000,"train","X0","bone","99.9.",10
"2049","3",73300000,73400000,"train","X0","bone","99.9.",10
"2059","3",76800000,76900000,"train","X0","bone","99.9.",10
"2069","3",7.7e+07,77100000,"train","X0","bone","99.9.",10
"2099","3",85100000,85200000,"train","X0","bone","99.9.",10
"21212","3",88600000,88700000,"train","X0","bone","99.9.",10
"21310","3",99600000,99700000,"train","X0","bone","99.9.",10
"2149","3",108300000,108400000,"train","X0","bone","99.9.",10
"2159","3",110300000,110400000,"train","X0","bone","99.9.",10
"2179","3",111900000,1.12e+08,"train","X0","bone","99.9.",10
"2189","3",1.16e+08,116100000,"train","X0","bone","99.9.",10
"2209","3",116700000,116800000,"train","X0","bone","99.9.",10
"22113","3",116800000,116900000,"train","X0","bone","99.9.",10
"2239","3",121900000,1.22e+08,"train","X0","bone","99.9.",10
"2269","3",129200000,129300000,"train","X0","bone","99.9.",10
"2279","3",1.42e+08,142100000,"train","X0","bone","99.9.",10
"2289","3",143100000,143200000,"train","X0","bone","99.9.",10
"2299","3",145100000,145200000,"train","X0","bone","99.9.",10
"2309","3",152800000,152900000,"train","X0","bone","99.9.",10
"23210","3",167700000,167800000,"train","X0","bone","99.9.",10
"23310","3",174500000,174600000,"train","X0","bone","99.9.",10
"2349","3",174600000,174700000,"train","X0","bone","99.9.",10
"2369","3",176400000,176500000,"train","X0","bone","99.9.",10
"2389","3",180100000,180200000,"train","X0","bone","99.9.",10
"2399","3",181400000,181500000,"train","X0","bone","99.9.",10
"2409","3",186900000,1.87e+08,"train","X0","bone","99.9.",10
"24113","3",189200000,189300000,"train","X0","bone","99.9.",10
"24211","3",190100000,190200000,"train","X0","bone","99.9.",10
"2439","4",6100000,6200000,"train","X0","bone","99.9.",10
"2459","4",20200000,20300000,"train","X0","bone","99.9.",10
"2469","4",24600000,24700000,"train","X0","bone","99.9.",10
"2489","4",34800000,34900000,"train","X0","bone","99.9.",10
"2499","4",4e+07,40100000,"train","X0","bone","99.9.",10
"25211","4",80900000,8.1e+07,"train","X0","bone","99.9.",10
"2549","4",99200000,99300000,"train","X0","bone","99.9.",10
"2569","4",108800000,108900000,"train","X0","bone","99.9.",10
"2589","4",110600000,110700000,"train","X0","bone","99.9.",10
"26211","4",139300000,139400000,"train","X0","bone","99.9.",10
"2649","4",148400000,148500000,"train","X0","bone","99.9.",10
"2669","4",151700000,151800000,"train","X0","bone","99.9.",10
"2679","4",152200000,152300000,"train","X0","bone","99.9.",10
"2699","4",164500000,164600000,"train","X0","bone","99.9.",10
"2709","4",170100000,170200000,"train","X0","bone","99.9.",10
"2739","4",179900000,1.8e+08,"train","X0","bone","99.9.",10
"2749","4",180200000,180300000,"train","X0","bone","99.9.",10
"2759","4",181300000,181400000,"train","X0","bone","99.9.",10
"2779","4",181600000,181700000,"train","X0","bone","99.9.",10
"2789","4",181700000,181800000,"train","X0","bone","99.9.",10
"2809","4",181900000,1.82e+08,"train","X0","bone","99.9.",10
"2839","4",182400000,182500000,"train","X0","bone","99.9.",10
"2849","4",182700000,182800000,"train","X0","bone","99.9.",10
"2859","4",182800000,182900000,"train","X0","bone","99.9.",10
"2869","4",183700000,183800000,"train","X0","bone","99.9.",10
"2889","4",188700000,188800000,"train","X0","bone","99.9.",10
"2899","4",188800000,188900000,"train","X0","bone","99.9.",10
"2909","4",189900000,1.9e+08,"train","X0","bone","99.9.",10
"29113","5",1e+05,2e+05,"train","X0","bone","99.9.",10
"29211","5",1200000,1300000,"train","X0","bone","99.9.",10
"2939","5",2200000,2300000,"train","X0","bone","99.9.",10
"2949","5",3700000,3800000,"train","X0","bone","99.9.",10
"2989","5",17200000,17300000,"train","X0","bone","99.9.",10
"2999","5",25100000,25200000,"train","X0","bone","99.9.",10
"3009","5",33200000,33300000,"train","X0","bone","99.9.",10
"30211","5",43800000,43900000,"train","X0","bone","99.9.",10
"3039","5",45800000,45900000,"train","X0","bone","99.9.",10
"3049","5",53900000,5.4e+07,"train","X0","bone","99.9.",10
"3059","5",59400000,59500000,"train","X0","bone","99.9.",10
"3069","5",60100000,60200000,"train","X0","bone","99.9.",10
"3079","5",77200000,77300000,"train","X0","bone","99.9.",10
"3089","5",78300000,78400000,"train","X0","bone","99.9.",10
"31113","5",86700000,86800000,"train","X0","bone","99.9.",10
"31212","5",87300000,87400000,"train","X0","bone","99.9.",10
"31310","5",95600000,95700000,"train","X0","bone","99.9.",10
"3149","5",95900000,9.6e+07,"train","X0","bone","99.9.",10
"3179","5",97200000,97300000,"train","X0","bone","99.9.",10
"3199","5",99500000,99600000,"train","X0","bone","99.9.",10
"3209","5",99800000,99900000,"train","X0","bone","99.9.",10
"32113","5",99900000,1e+08,"train","X0","bone","99.9.",10
"32211","5",100400000,100500000,"train","X0","bone","99.9.",10
"3239","5",1.04e+08,104100000,"train","X0","bone","99.9.",10
"3249","5",108800000,108900000,"train","X0","bone","99.9.",10
"3289","5",118800000,118900000,"train","X0","bone","99.9.",10
"3299","5",119300000,119400000,"train","X0","bone","99.9.",10
"3309","5",125600000,125700000,"train","X0","bone","99.9.",10
"33113","5",130400000,130500000,"train","X0","bone","99.9.",10
"33211","5",135100000,135200000,"train","X0","bone","99.9.",10
"3339","5",143900000,1.44e+08,"train","X0","bone","99.9.",10
"3359","5",144700000,144800000,"train","X0","bone","99.9.",10
"3369","5",145600000,145700000,"train","X0","bone","99.9.",10
"3379","5",147400000,147500000,"train","X0","bone","99.9.",10
"3399","5",149700000,149800000,"train","X0","bone","99.9.",10
"34113","5",151500000,151600000,"train","X0","bone","99.9.",10
"34310","5",159300000,159400000,"train","X0","bone","99.9.",10
"3449","5",163700000,163800000,"train","X0","bone","99.9.",10
"3469","5",1.73e+08,173100000,"train","X0","bone","99.9.",10
"3479","5",175700000,175800000,"train","X0","bone","99.9.",10
"3489","5",179700000,179800000,"train","X0","bone","99.9.",10
"3499","5",180600000,180700000,"train","X0","bone","99.9.",10
"35113","6",2500000,2600000,"train","X0","bone","99.9.",10
"35211","6",6600000,6700000,"train","X0","bone","99.9.",10
"3539","6",6700000,6800000,"train","X0","bone","99.9.",10
"3549","6",6800000,6900000,"train","X0","bone","99.9.",10
"3559","6",8300000,8400000,"train","X0","bone","99.9.",10
"3569","6",8400000,8500000,"train","X0","bone","99.9.",10
"3579","6",9400000,9500000,"train","X0","bone","99.9.",10
"3599","6",18200000,18300000,"train","X0","bone","99.9.",10
"36113","6",19800000,19900000,"train","X0","bone","99.9.",10
"36211","6",21100000,21200000,"train","X0","bone","99.9.",10
"3639","6",21200000,21300000,"train","X0","bone","99.9.",10
"3649","6",21400000,21500000,"train","X0","bone","99.9.",10
"3659","6",26600000,26700000,"train","X0","bone","99.9.",10
"3679","6",30100000,30200000,"train","X0","bone","99.9.",10
"3689","6",30200000,30300000,"train","X0","bone","99.9.",10
"3699","6",31300000,31400000,"train","X0","bone","99.9.",10
"3709","6",32500000,32600000,"train","X0","bone","99.9.",10
"37113","6",32900000,3.3e+07,"train","X0","bone","99.9.",10
"37211","6",3.3e+07,33100000,"train","X0","bone","99.9.",10
"3769","6",45500000,45600000,"train","X0","bone","99.9.",10
"3799","6",46300000,46400000,"train","X0","bone","99.9.",10
"3809","6",52900000,5.3e+07,"train","X0","bone","99.9.",10
"38113","6",5.5e+07,55100000,"train","X0","bone","99.9.",10
"38210","6",56400000,56500000,"train","X0","bone","99.9.",10
"3849","6",66200000,66300000,"train","X0","bone","99.9.",10
"3859","6",67200000,67300000,"train","X0","bone","99.9.",10
"3869","6",69700000,69800000,"train","X0","bone","99.9.",10
"3879","6",76500000,76600000,"train","X0","bone","99.9.",10
