"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat.","chr.1","from.1","to.1","data_type.1","target.1","cancer_type.1","labeling_type.1","repeat..1","chr.2","from.2","to.2","data_type.2","target.2","cancer_type.2","labeling_type.2","repeat..2","chr.3","from.3","to.3","data_type.3","target.3","cancer_type.3","labeling_type.3","repeat..3","chr.4","from.4","to.4","data_type.4","target.4","cancer_type.4","labeling_type.4","repeat..4","chr.5","from.5","to.5","data_type.5","target.5","cancer_type.5","labeling_type.5","repeat..5","chr.6","from.6","to.6","data_type.6","target.6","cancer_type.6","labeling_type.6","repeat..6","chr.7","from.7","to.7","data_type.7","target.7","cancer_type.7","labeling_type.7","repeat..7","chr.8","from.8","to.8","data_type.8","target.8","cancer_type.8","labeling_type.8","repeat..8","chr.9","from.9","to.9","data_type.9","target.9","cancer_type.9","labeling_type.9","repeat..9","chr.10","from.10","to.10","data_type.10","target.10","cancer_type.10","labeling_type.10","repeat..10","chr.11","from.11","to.11","data_type.11","target.11","cancer_type.11","labeling_type.11","repeat..11","chr.12","from.12","to.12","data_type.12","target.12","cancer_type.12","labeling_type.12","repeat..12","chr.13","from.13","to.13","data_type.13","target.13","cancer_type.13","labeling_type.13","repeat..13","chr.14","from.14","to.14","data_type.14","target.14","cancer_type.14","labeling_type.14","repeat..14","chr.15","from.15","to.15","data_type.15","target.15","cancer_type.15","labeling_type.15","repeat..15","chr.16","from.16","to.16","data_type.16","target.16","cancer_type.16","labeling_type.16","repeat..16","chr.17","from.17","to.17","data_type.17","target.17","cancer_type.17","labeling_type.17","repeat..17","chr.18","from.18","to.18","data_type.18","target.18","cancer_type.18","labeling_type.18","repeat..18","chr.19","from.19","to.19","data_type.19","target.19","cancer_type.19","labeling_type.19","repeat..19","chr.20","from.20","to.20","data_type.20","target.20","cancer_type.20","labeling_type.20","repeat..20","chr.21","from.21","to.21","data_type.21","target.21","cancer_type.21","labeling_type.21","repeat..21","chr.22","from.22","to.22","data_type.22","target.22","cancer_type.22","labeling_type.22","repeat..22","chr.23","from.23","to.23","data_type.23","target.23","cancer_type.23","labeling_type.23","repeat..23","chr.24","from.24","to.24","data_type.24","target.24","cancer_type.24","labeling_type.24","repeat..24","chr.25","from.25","to.25","data_type.25","target.25","cancer_type.25","labeling_type.25","repeat..25","chr.26","from.26","to.26","data_type.26","target.26","cancer_type.26","labeling_type.26","repeat..26","chr.27","from.27","to.27","data_type.27","target.27","cancer_type.27","labeling_type.27","repeat..27","chr.28","from.28","to.28","data_type.28","target.28","cancer_type.28","labeling_type.28","repeat..28","chr.29","from.29","to.29","data_type.29","target.29","cancer_type.29","labeling_type.29","repeat..29"
"81","3",77300000,77400000,"train","X1","brain","99.",1,"2",183700000,183800000,"train","X1","brain","99.",2,"3",139800000,139900000,"train","X1","brain","99.",3,"3",80800000,80900000,"train","X1","brain","99.",4,"3",62400000,62500000,"train","X1","brain","99.",5,"3",36300000,36400000,"train","X1","brain","99.",6,"3",62400000,62500000,"train","X1","brain","99.",7,"3",1600000,1700000,"train","X1","brain","99.",8,"3",45400000,45500000,"train","X1","brain","99.",9,"3",80800000,80900000,"train","X1","brain","99.",10,"3",47800000,47900000,"train","X1","brain","99.",11,"3",36300000,36400000,"train","X1","brain","99.",12,"3",36300000,36400000,"train","X1","brain","99.",13,"3",139800000,139900000,"train","X1","brain","99.",14,"3",77300000,77400000,"train","X1","brain","99.",15,"3",45400000,45500000,"train","X1","brain","99.",16,"3",45400000,45500000,"train","X1","brain","99.",17,"3",36300000,36400000,"train","X1","brain","99.",18,"3",62400000,62500000,"train","X1","brain","99.",19,"3",47800000,47900000,"train","X1","brain","99.",20,"3",80800000,80900000,"train","X1","brain","99.",21,"3",62400000,62500000,"train","X1","brain","99.",22,"3",139800000,139900000,"train","X1","brain","99.",23,"3",36300000,36400000,"train","X1","brain","99.",24,"3",47800000,47900000,"train","X1","brain","99.",25,"3",139800000,139900000,"train","X1","brain","99.",26,"3",62400000,62500000,"train","X1","brain","99.",27,"3",77300000,77400000,"train","X1","brain","99.",28,"3",77300000,77400000,"train","X1","brain","99.",29,"3",62400000,62500000,"train","X1","brain","99.",30
"82","3",80800000,80900000,"train","X1","brain","99.",1,"3",1600000,1700000,"train","X1","brain","99.",2,"3",178500000,178600000,"train","X1","brain","99.",3,"3",130600000,130700000,"train","X1","brain","99.",4,"3",77300000,77400000,"train","X1","brain","99.",5,"3",45400000,45500000,"train","X1","brain","99.",6,"3",77300000,77400000,"train","X1","brain","99.",7,"3",45400000,45500000,"train","X1","brain","99.",8,"3",47800000,47900000,"train","X1","brain","99.",9,"3",130600000,130700000,"train","X1","brain","99.",10,"3",80800000,80900000,"train","X1","brain","99.",11,"3",45400000,45500000,"train","X1","brain","99.",12,"3",47800000,47900000,"train","X1","brain","99.",13,"3",178500000,178600000,"train","X1","brain","99.",14,"3",130600000,130700000,"train","X1","brain","99.",15,"3",47800000,47900000,"train","X1","brain","99.",16,"3",47800000,47900000,"train","X1","brain","99.",17,"3",45400000,45500000,"train","X1","brain","99.",18,"3",77300000,77400000,"train","X1","brain","99.",19,"3",77300000,77400000,"train","X1","brain","99.",20,"3",130600000,130700000,"train","X1","brain","99.",21,"3",80800000,80900000,"train","X1","brain","99.",22,"3",178500000,178600000,"train","X1","brain","99.",23,"3",47800000,47900000,"train","X1","brain","99.",24,"3",62400000,62500000,"train","X1","brain","99.",25,"3",195200000,195300000,"train","X1","brain","99.",26,"3",77300000,77400000,"train","X1","brain","99.",27,"3",80800000,80900000,"train","X1","brain","99.",28,"3",80800000,80900000,"train","X1","brain","99.",29,"3",80800000,80900000,"train","X1","brain","99.",30
"92","3",139800000,139900000,"train","X1","brain","99.",1,"3",4900000,5e+06,"train","X1","brain","99.",2,"3",195200000,195300000,"train","X1","brain","99.",3,"3",139800000,139900000,"train","X1","brain","99.",4,"3",80800000,80900000,"train","X1","brain","99.",5,"3",47800000,47900000,"train","X1","brain","99.",6,"3",80800000,80900000,"train","X1","brain","99.",7,"3",47800000,47900000,"train","X1","brain","99.",8,"3",62400000,62500000,"train","X1","brain","99.",9,"3",195200000,195300000,"train","X1","brain","99.",10,"3",139800000,139900000,"train","X1","brain","99.",11,"3",47800000,47900000,"train","X1","brain","99.",12,"3",62400000,62500000,"train","X1","brain","99.",13,"3",195200000,195300000,"train","X1","brain","99.",14,"3",139800000,139900000,"train","X1","brain","99.",15,"3",62400000,62500000,"train","X1","brain","99.",16,"3",62400000,62500000,"train","X1","brain","99.",17,"3",62400000,62500000,"train","X1","brain","99.",18,"3",80800000,80900000,"train","X1","brain","99.",19,"3",80800000,80900000,"train","X1","brain","99.",20,"3",139800000,139900000,"train","X1","brain","99.",21,"3",130600000,130700000,"train","X1","brain","99.",22,"3",195200000,195300000,"train","X1","brain","99.",23,"3",62400000,62500000,"train","X1","brain","99.",24,"3",77300000,77400000,"train","X1","brain","99.",25,"3",195500000,195600000,"train","X1","brain","99.",26,"3",80800000,80900000,"train","X1","brain","99.",27,"3",139800000,139900000,"train","X1","brain","99.",28,"3",130600000,130700000,"train","X1","brain","99.",29,"3",130600000,130700000,"train","X1","brain","99.",30
"95","3",178500000,178600000,"train","X1","brain","99.",1,"3",36300000,36400000,"train","X1","brain","99.",2,"3",195400000,195500000,"train","X1","brain","99.",3,"3",195400000,195500000,"train","X1","brain","99.",4,"3",130600000,130700000,"train","X1","brain","99.",5,"3",77300000,77400000,"train","X1","brain","99.",6,"3",195400000,195500000,"train","X1","brain","99.",7,"3",77300000,77400000,"train","X1","brain","99.",8,"3",77300000,77400000,"train","X1","brain","99.",9,"3",195400000,195500000,"train","X1","brain","99.",10,"3",178500000,178600000,"train","X1","brain","99.",11,"3",62400000,62500000,"train","X1","brain","99.",12,"3",130600000,130700000,"train","X1","brain","99.",13,"3",195400000,195500000,"train","X1","brain","99.",14,"3",178500000,178600000,"train","X1","brain","99.",15,"3",77300000,77400000,"train","X1","brain","99.",16,"3",80800000,80900000,"train","X1","brain","99.",17,"3",178500000,178600000,"train","X1","brain","99.",18,"3",139800000,139900000,"train","X1","brain","99.",19,"3",130600000,130700000,"train","X1","brain","99.",20,"3",195200000,195300000,"train","X1","brain","99.",21,"3",178500000,178600000,"train","X1","brain","99.",22,"3",195500000,195600000,"train","X1","brain","99.",23,"3",77300000,77400000,"train","X1","brain","99.",24,"3",80800000,80900000,"train","X1","brain","99.",25,"4",6e+05,7e+05,"train","X1","brain","99.",26,"3",130600000,130700000,"train","X1","brain","99.",27,"3",178500000,178600000,"train","X1","brain","99.",28,"3",139800000,139900000,"train","X1","brain","99.",29,"3",195200000,195300000,"train","X1","brain","99.",30
"97","3",195400000,195500000,"train","X1","brain","99.",1,"3",77300000,77400000,"train","X1","brain","99.",2,"3",195500000,195600000,"train","X1","brain","99.",3,"4",6e+05,7e+05,"train","X1","brain","99.",4,"3",139800000,139900000,"train","X1","brain","99.",5,"3",80800000,80900000,"train","X1","brain","99.",6,"3",195500000,195600000,"train","X1","brain","99.",7,"3",80800000,80900000,"train","X1","brain","99.",8,"3",80800000,80900000,"train","X1","brain","99.",9,"3",195500000,195600000,"train","X1","brain","99.",10,"3",195200000,195300000,"train","X1","brain","99.",11,"3",80800000,80900000,"train","X1","brain","99.",12,"3",195400000,195500000,"train","X1","brain","99.",13,"3",195500000,195600000,"train","X1","brain","99.",14,"3",195400000,195500000,"train","X1","brain","99.",15,"3",80800000,80900000,"train","X1","brain","99.",16,"3",130600000,130700000,"train","X1","brain","99.",17,"3",195200000,195300000,"train","X1","brain","99.",18,"3",178500000,178600000,"train","X1","brain","99.",19,"3",139800000,139900000,"train","X1","brain","99.",20,"3",195500000,195600000,"train","X1","brain","99.",21,"3",195200000,195300000,"train","X1","brain","99.",22,"4",6e+05,7e+05,"train","X1","brain","99.",23,"3",139800000,139900000,"train","X1","brain","99.",24,"3",139800000,139900000,"train","X1","brain","99.",25,"4",56700000,56800000,"train","X1","brain","99.",26,"3",139800000,139900000,"train","X1","brain","99.",27,"3",195400000,195500000,"train","X1","brain","99.",28,"3",178500000,178600000,"train","X1","brain","99.",29,"3",195400000,195500000,"train","X1","brain","99.",30
"98","3",195500000,195600000,"train","X1","brain","99.",1,"3",80800000,80900000,"train","X1","brain","99.",2,"4",6e+05,7e+05,"train","X1","brain","99.",3,"4",55100000,55200000,"train","X1","brain","99.",4,"3",178500000,178600000,"train","X1","brain","99.",5,"3",130600000,130700000,"train","X1","brain","99.",6,"4",6e+05,7e+05,"train","X1","brain","99.",7,"3",139800000,139900000,"train","X1","brain","99.",8,"3",130600000,130700000,"train","X1","brain","99.",9,"4",38600000,38700000,"train","X1","brain","99.",10,"3",195400000,195500000,"train","X1","brain","99.",11,"3",195400000,195500000,"train","X1","brain","99.",12,"4",55200000,55300000,"train","X1","brain","99.",13,"4",6e+05,7e+05,"train","X1","brain","99.",14,"3",195500000,195600000,"train","X1","brain","99.",15,"3",130600000,130700000,"train","X1","brain","99.",16,"3",139800000,139900000,"train","X1","brain","99.",17,"3",195500000,195600000,"train","X1","brain","99.",18,"3",195200000,195300000,"train","X1","brain","99.",19,"3",178500000,178600000,"train","X1","brain","99.",20,"4",6e+05,7e+05,"train","X1","brain","99.",21,"3",195500000,195600000,"train","X1","brain","99.",22,"4",55100000,55200000,"train","X1","brain","99.",23,"3",195200000,195300000,"train","X1","brain","99.",24,"3",178500000,178600000,"train","X1","brain","99.",25,"4",56800000,56900000,"train","X1","brain","99.",26,"3",178500000,178600000,"train","X1","brain","99.",27,"3",195500000,195600000,"train","X1","brain","99.",28,"3",195200000,195300000,"train","X1","brain","99.",29,"3",195500000,195600000,"train","X1","brain","99.",30
"99","4",6e+05,7e+05,"train","X1","brain","99.",1,"3",130600000,130700000,"train","X1","brain","99.",2,"4",55200000,55300000,"train","X1","brain","99.",3,"4",56700000,56800000,"train","X1","brain","99.",4,"3",195400000,195500000,"train","X1","brain","99.",5,"3",139800000,139900000,"train","X1","brain","99.",6,"4",55100000,55200000,"train","X1","brain","99.",7,"3",195200000,195300000,"train","X1","brain","99.",8,"3",139800000,139900000,"train","X1","brain","99.",9,"4",55100000,55200000,"train","X1","brain","99.",10,"3",195500000,195600000,"train","X1","brain","99.",11,"3",195500000,195600000,"train","X1","brain","99.",12,"4",56800000,56900000,"train","X1","brain","99.",13,"4",38600000,38700000,"train","X1","brain","99.",14,"4",38600000,38700000,"train","X1","brain","99.",15,"3",139800000,139900000,"train","X1","brain","99.",16,"3",195200000,195300000,"train","X1","brain","99.",17,"4",6e+05,7e+05,"train","X1","brain","99.",18,"4",38600000,38700000,"train","X1","brain","99.",19,"3",195200000,195300000,"train","X1","brain","99.",20,"4",38600000,38700000,"train","X1","brain","99.",21,"4",6e+05,7e+05,"train","X1","brain","99.",22,"4",56800000,56900000,"train","X1","brain","99.",23,"3",195400000,195500000,"train","X1","brain","99.",24,"3",195200000,195300000,"train","X1","brain","99.",25,"4",126800000,126900000,"train","X1","brain","99.",26,"3",195400000,195500000,"train","X1","brain","99.",27,"4",38600000,38700000,"train","X1","brain","99.",28,"4",6e+05,7e+05,"train","X1","brain","99.",29,"4",6e+05,7e+05,"train","X1","brain","99.",30
"126","4",38600000,38700000,"train","X1","brain","99.",1,"3",139800000,139900000,"train","X1","brain","99.",2,"4",56700000,56800000,"train","X1","brain","99.",3,"4",56800000,56900000,"train","X1","brain","99.",4,"3",195500000,195600000,"train","X1","brain","99.",5,"3",178500000,178600000,"train","X1","brain","99.",6,"4",55200000,55300000,"train","X1","brain","99.",7,"3",195400000,195500000,"train","X1","brain","99.",8,"3",178500000,178600000,"train","X1","brain","99.",9,"4",56700000,56800000,"train","X1","brain","99.",10,"4",55100000,55200000,"train","X1","brain","99.",11,"4",6e+05,7e+05,"train","X1","brain","99.",12,"4",5.7e+07,57100000,"train","X1","brain","99.",13,"4",55100000,55200000,"train","X1","brain","99.",14,"4",55100000,55200000,"train","X1","brain","99.",15,"3",195500000,195600000,"train","X1","brain","99.",16,"3",195500000,195600000,"train","X1","brain","99.",17,"4",38600000,38700000,"train","X1","brain","99.",18,"4",55100000,55200000,"train","X1","brain","99.",19,"3",195400000,195500000,"train","X1","brain","99.",20,"4",55100000,55200000,"train","X1","brain","99.",21,"4",38600000,38700000,"train","X1","brain","99.",22,"4",5.7e+07,57100000,"train","X1","brain","99.",23,"3",195500000,195600000,"train","X1","brain","99.",24,"3",195500000,195600000,"train","X1","brain","99.",25,"5",1400000,1500000,"train","X1","brain","99.",26,"4",6e+05,7e+05,"train","X1","brain","99.",27,"4",55100000,55200000,"train","X1","brain","99.",28,"4",55100000,55200000,"train","X1","brain","99.",29,"4",38600000,38700000,"train","X1","brain","99.",30
"130","4",55100000,55200000,"train","X1","brain","99.",1,"3",178500000,178600000,"train","X1","brain","99.",2,"4",56800000,56900000,"train","X1","brain","99.",3,"4",5.7e+07,57100000,"train","X1","brain","99.",4,"4",6e+05,7e+05,"train","X1","brain","99.",5,"3",195500000,195600000,"train","X1","brain","99.",6,"4",56700000,56800000,"train","X1","brain","99.",7,"3",195500000,195600000,"train","X1","brain","99.",8,"3",195400000,195500000,"train","X1","brain","99.",9,"4",56800000,56900000,"train","X1","brain","99.",10,"4",56700000,56800000,"train","X1","brain","99.",11,"4",38600000,38700000,"train","X1","brain","99.",12,"4",126800000,126900000,"train","X1","brain","99.",13,"4",55200000,55300000,"train","X1","brain","99.",14,"4",55200000,55300000,"train","X1","brain","99.",15,"4",6e+05,7e+05,"train","X1","brain","99.",16,"4",38600000,38700000,"train","X1","brain","99.",17,"4",55100000,55200000,"train","X1","brain","99.",18,"4",55200000,55300000,"train","X1","brain","99.",19,"3",195500000,195600000,"train","X1","brain","99.",20,"4",55200000,55300000,"train","X1","brain","99.",21,"4",55200000,55300000,"train","X1","brain","99.",22,"5",1400000,1500000,"train","X1","brain","99.",23,"4",6e+05,7e+05,"train","X1","brain","99.",24,"4",6e+05,7e+05,"train","X1","brain","99.",25,"5",5800000,5900000,"train","X1","brain","99.",26,"4",38600000,38700000,"train","X1","brain","99.",27,"4",56700000,56800000,"train","X1","brain","99.",28,"4",55200000,55300000,"train","X1","brain","99.",29,"4",55100000,55200000,"train","X1","brain","99.",30
"131","4",55200000,55300000,"train","X1","brain","99.",1,"3",195200000,195300000,"train","X1","brain","99.",2,"4",5.7e+07,57100000,"train","X1","brain","99.",3,"4",126800000,126900000,"train","X1","brain","99.",4,"4",38600000,38700000,"train","X1","brain","99.",5,"4",38600000,38700000,"train","X1","brain","99.",6,"4",56800000,56900000,"train","X1","brain","99.",7,"4",6e+05,7e+05,"train","X1","brain","99.",8,"3",195500000,195600000,"train","X1","brain","99.",9,"4",126800000,126900000,"train","X1","brain","99.",10,"4",5.7e+07,57100000,"train","X1","brain","99.",11,"4",55100000,55200000,"train","X1","brain","99.",12,"5",1400000,1500000,"train","X1","brain","99.",13,"4",56700000,56800000,"train","X1","brain","99.",14,"4",56700000,56800000,"train","X1","brain","99.",15,"4",38600000,38700000,"train","X1","brain","99.",16,"4",55100000,55200000,"train","X1","brain","99.",17,"4",56700000,56800000,"train","X1","brain","99.",18,"4",56700000,56800000,"train","X1","brain","99.",19,"4",6e+05,7e+05,"train","X1","brain","99.",20,"4",56700000,56800000,"train","X1","brain","99.",21,"4",56700000,56800000,"train","X1","brain","99.",22,"5",5800000,5900000,"train","X1","brain","99.",23,"4",38600000,38700000,"train","X1","brain","99.",24,"4",38600000,38700000,"train","X1","brain","99.",25,"5",5900000,6e+06,"train","X1","brain","99.",26,"4",55100000,55200000,"train","X1","brain","99.",27,"4",56800000,56900000,"train","X1","brain","99.",28,"5",5900000,6e+06,"train","X1","brain","99.",29,"4",55200000,55300000,"train","X1","brain","99.",30
"133","4",56700000,56800000,"train","X1","brain","99.",1,"4",6e+05,7e+05,"train","X1","brain","99.",2,"4",126800000,126900000,"train","X1","brain","99.",3,"5",1400000,1500000,"train","X1","brain","99.",4,"4",55100000,55200000,"train","X1","brain","99.",5,"4",55200000,55300000,"train","X1","brain","99.",6,"4",5.7e+07,57100000,"train","X1","brain","99.",7,"4",55100000,55200000,"train","X1","brain","99.",8,"4",6e+05,7e+05,"train","X1","brain","99.",9,"5",1400000,1500000,"train","X1","brain","99.",10,"4",126800000,126900000,"train","X1","brain","99.",11,"4",55200000,55300000,"train","X1","brain","99.",12,"5",18500000,18600000,"train","X1","brain","99.",13,"4",56800000,56900000,"train","X1","brain","99.",14,"4",5.7e+07,57100000,"train","X1","brain","99.",15,"4",55100000,55200000,"train","X1","brain","99.",16,"4",56700000,56800000,"train","X1","brain","99.",17,"4",5.7e+07,57100000,"train","X1","brain","99.",18,"4",126800000,126900000,"train","X1","brain","99.",19,"4",38600000,38700000,"train","X1","brain","99.",20,"4",56800000,56900000,"train","X1","brain","99.",21,"4",56800000,56900000,"train","X1","brain","99.",22,"5",5900000,6e+06,"train","X1","brain","99.",23,"4",55100000,55200000,"train","X1","brain","99.",24,"4",55200000,55300000,"train","X1","brain","99.",25,"5",14300000,14400000,"train","X1","brain","99.",26,"4",55200000,55300000,"train","X1","brain","99.",27,"4",5.7e+07,57100000,"train","X1","brain","99.",28,"5",14300000,14400000,"train","X1","brain","99.",29,"4",56700000,56800000,"train","X1","brain","99.",30
"150","4",126800000,126900000,"train","X1","brain","99.",1,"4",38600000,38700000,"train","X1","brain","99.",2,"5",1400000,1500000,"train","X1","brain","99.",3,"5",5800000,5900000,"train","X1","brain","99.",4,"4",56700000,56800000,"train","X1","brain","99.",5,"4",56800000,56900000,"train","X1","brain","99.",6,"4",126800000,126900000,"train","X1","brain","99.",7,"4",55200000,55300000,"train","X1","brain","99.",8,"4",38600000,38700000,"train","X1","brain","99.",9,"5",5800000,5900000,"train","X1","brain","99.",10,"5",1400000,1500000,"train","X1","brain","99.",11,"4",56700000,56800000,"train","X1","brain","99.",12,"5",25800000,25900000,"train","X1","brain","99.",13,"4",5.7e+07,57100000,"train","X1","brain","99.",14,"4",126800000,126900000,"train","X1","brain","99.",15,"4",56800000,56900000,"train","X1","brain","99.",16,"4",56800000,56900000,"train","X1","brain","99.",17,"5",5800000,5900000,"train","X1","brain","99.",18,"5",1400000,1500000,"train","X1","brain","99.",19,"4",55200000,55300000,"train","X1","brain","99.",20,"4",5.7e+07,57100000,"train","X1","brain","99.",21,"4",5.7e+07,57100000,"train","X1","brain","99.",22,"5",14300000,14400000,"train","X1","brain","99.",23,"4",56700000,56800000,"train","X1","brain","99.",24,"4",56700000,56800000,"train","X1","brain","99.",25,"5",18500000,18600000,"train","X1","brain","99.",26,"4",56800000,56900000,"train","X1","brain","99.",27,"4",126800000,126900000,"train","X1","brain","99.",28,"5",18500000,18600000,"train","X1","brain","99.",29,"4",56800000,56900000,"train","X1","brain","99.",30
"181","5",1400000,1500000,"train","X1","brain","99.",1,"4",55100000,55200000,"train","X1","brain","99.",2,"5",5800000,5900000,"train","X1","brain","99.",3,"5",5900000,6e+06,"train","X1","brain","99.",4,"4",5.7e+07,57100000,"train","X1","brain","99.",5,"4",5.7e+07,57100000,"train","X1","brain","99.",6,"5",1400000,1500000,"train","X1","brain","99.",7,"4",56700000,56800000,"train","X1","brain","99.",8,"4",55100000,55200000,"train","X1","brain","99.",9,"5",5900000,6e+06,"train","X1","brain","99.",10,"5",5800000,5900000,"train","X1","brain","99.",11,"4",126800000,126900000,"train","X1","brain","99.",12,"5",50700000,50800000,"train","X1","brain","99.",13,"4",126800000,126900000,"train","X1","brain","99.",14,"5",1400000,1500000,"train","X1","brain","99.",15,"4",5.7e+07,57100000,"train","X1","brain","99.",16,"4",5.7e+07,57100000,"train","X1","brain","99.",17,"5",14300000,14400000,"train","X1","brain","99.",18,"5",5900000,6e+06,"train","X1","brain","99.",19,"4",5.7e+07,57100000,"train","X1","brain","99.",20,"5",1400000,1500000,"train","X1","brain","99.",21,"4",126800000,126900000,"train","X1","brain","99.",22,"5",18500000,18600000,"train","X1","brain","99.",23,"4",56800000,56900000,"train","X1","brain","99.",24,"4",56800000,56900000,"train","X1","brain","99.",25,"5",25800000,25900000,"train","X1","brain","99.",26,"4",5.7e+07,57100000,"train","X1","brain","99.",27,"5",5800000,5900000,"train","X1","brain","99.",28,"5",25800000,25900000,"train","X1","brain","99.",29,"4",5.7e+07,57100000,"train","X1","brain","99.",30
"182","5",5800000,5900000,"train","X1","brain","99.",1,"4",55200000,55300000,"train","X1","brain","99.",2,"5",14300000,14400000,"train","X1","brain","99.",3,"5",14300000,14400000,"train","X1","brain","99.",4,"5",1400000,1500000,"train","X1","brain","99.",5,"4",126800000,126900000,"train","X1","brain","99.",6,"5",18500000,18600000,"train","X1","brain","99.",7,"4",5.7e+07,57100000,"train","X1","brain","99.",8,"4",55200000,55300000,"train","X1","brain","99.",9,"5",14300000,14400000,"train","X1","brain","99.",10,"5",5900000,6e+06,"train","X1","brain","99.",11,"5",5800000,5900000,"train","X1","brain","99.",12,"5",56500000,56600000,"train","X1","brain","99.",13,"5",1400000,1500000,"train","X1","brain","99.",14,"5",5900000,6e+06,"train","X1","brain","99.",15,"4",126800000,126900000,"train","X1","brain","99.",16,"4",126800000,126900000,"train","X1","brain","99.",17,"5",18500000,18600000,"train","X1","brain","99.",18,"5",14300000,14400000,"train","X1","brain","99.",19,"4",126800000,126900000,"train","X1","brain","99.",20,"5",5800000,5900000,"train","X1","brain","99.",21,"5",1400000,1500000,"train","X1","brain","99.",22,"5",25800000,25900000,"train","X1","brain","99.",23,"4",5.7e+07,57100000,"train","X1","brain","99.",24,"4",5.7e+07,57100000,"train","X1","brain","99.",25,"5",54100000,54200000,"train","X1","brain","99.",26,"4",126800000,126900000,"train","X1","brain","99.",27,"5",5900000,6e+06,"train","X1","brain","99.",28,"5",50700000,50800000,"train","X1","brain","99.",29,"4",126800000,126900000,"train","X1","brain","99.",30
"183","5",5900000,6e+06,"train","X1","brain","99.",1,"4",56700000,56800000,"train","X1","brain","99.",2,"5",18500000,18600000,"train","X1","brain","99.",3,"5",18500000,18600000,"train","X1","brain","99.",4,"5",5800000,5900000,"train","X1","brain","99.",5,"5",1400000,1500000,"train","X1","brain","99.",6,"5",25800000,25900000,"train","X1","brain","99.",7,"4",126800000,126900000,"train","X1","brain","99.",8,"4",56700000,56800000,"train","X1","brain","99.",9,"5",18500000,18600000,"train","X1","brain","99.",10,"5",14300000,14400000,"train","X1","brain","99.",11,"5",5900000,6e+06,"train","X1","brain","99.",12,"5",81500000,81600000,"train","X1","brain","99.",13,"5",5800000,5900000,"train","X1","brain","99.",14,"5",25800000,25900000,"train","X1","brain","99.",15,"5",5800000,5900000,"train","X1","brain","99.",16,"5",1400000,1500000,"train","X1","brain","99.",17,"5",50700000,50800000,"train","X1","brain","99.",18,"5",25800000,25900000,"train","X1","brain","99.",19,"5",1400000,1500000,"train","X1","brain","99.",20,"5",5900000,6e+06,"train","X1","brain","99.",21,"5",5800000,5900000,"train","X1","brain","99.",22,"5",50700000,50800000,"train","X1","brain","99.",23,"4",126800000,126900000,"train","X1","brain","99.",24,"4",126800000,126900000,"train","X1","brain","99.",25,"5",56500000,56600000,"train","X1","brain","99.",26,"5",1400000,1500000,"train","X1","brain","99.",27,"5",25800000,25900000,"train","X1","brain","99.",28,"5",54100000,54200000,"train","X1","brain","99.",29,"5",1400000,1500000,"train","X1","brain","99.",30
"185","5",18500000,18600000,"train","X1","brain","99.",1,"5",1400000,1500000,"train","X1","brain","99.",2,"5",50700000,50800000,"train","X1","brain","99.",3,"5",25800000,25900000,"train","X1","brain","99.",4,"5",5900000,6e+06,"train","X1","brain","99.",5,"5",5900000,6e+06,"train","X1","brain","99.",6,"5",50700000,50800000,"train","X1","brain","99.",7,"5",5800000,5900000,"train","X1","brain","99.",8,"4",5.7e+07,57100000,"train","X1","brain","99.",9,"5",50700000,50800000,"train","X1","brain","99.",10,"5",25800000,25900000,"train","X1","brain","99.",11,"5",18500000,18600000,"train","X1","brain","99.",12,"5",85700000,85800000,"train","X1","brain","99.",13,"5",5900000,6e+06,"train","X1","brain","99.",14,"5",50700000,50800000,"train","X1","brain","99.",15,"5",14300000,14400000,"train","X1","brain","99.",16,"5",5800000,5900000,"train","X1","brain","99.",17,"5",56500000,56600000,"train","X1","brain","99.",18,"5",54100000,54200000,"train","X1","brain","99.",19,"5",5800000,5900000,"train","X1","brain","99.",20,"5",14300000,14400000,"train","X1","brain","99.",21,"5",5900000,6e+06,"train","X1","brain","99.",22,"5",54100000,54200000,"train","X1","brain","99.",23,"5",1400000,1500000,"train","X1","brain","99.",24,"5",1400000,1500000,"train","X1","brain","99.",25,"5",81500000,81600000,"train","X1","brain","99.",26,"5",5800000,5900000,"train","X1","brain","99.",27,"5",54100000,54200000,"train","X1","brain","99.",28,"5",56500000,56600000,"train","X1","brain","99.",29,"5",5800000,5900000,"train","X1","brain","99.",30
