"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat"
"5301","15",57500000,57600000,"train","X0","brain","99.9.",2
"5321","15",58300000,58400000,"train","X0","brain","99.9.",2
"5331","15",58500000,58600000,"train","X0","brain","99.9.",2
"5341","15",58600000,58700000,"train","X0","brain","99.9.",2
"5351","15",58700000,58800000,"train","X0","brain","99.9.",2
"5361","15",58800000,58900000,"train","X0","brain","99.9.",2
"5371","15",59100000,59200000,"train","X0","brain","99.9.",2
"5391","15",59400000,59500000,"train","X0","brain","99.9.",2
"5421","15",60100000,60200000,"train","X0","brain","99.9.",2
"5471","15",60800000,60900000,"train","X0","brain","99.9.",2
"5481","15",61300000,61400000,"train","X0","brain","99.9.",2
"5491","15",61400000,61500000,"train","X0","brain","99.9.",2
"5501","15",61600000,61700000,"train","X0","brain","99.9.",2
"5511","15",61700000,61800000,"train","X0","brain","99.9.",2
"5521","15",61800000,61900000,"train","X0","brain","99.9.",2
"5541","15",62700000,62800000,"train","X0","brain","99.9.",2
"5551","15",62800000,62900000,"train","X0","brain","99.9.",2
"5561","15",6.3e+07,63100000,"train","X0","brain","99.9.",2
"5571","15",63100000,63200000,"train","X0","brain","99.9.",2
"5581","15",63200000,63300000,"train","X0","brain","99.9.",2
"5591","15",63300000,63400000,"train","X0","brain","99.9.",2
"5601","15",63400000,63500000,"train","X0","brain","99.9.",2
"5621","15",63700000,63800000,"train","X0","brain","99.9.",2
"5631","15",63900000,6.4e+07,"train","X0","brain","99.9.",2
"5651","15",64400000,64500000,"train","X0","brain","99.9.",2
"5691","15",65400000,65500000,"train","X0","brain","99.9.",2
"5721","15",66200000,66300000,"train","X0","brain","99.9.",2
"5741","15",66400000,66500000,"train","X0","brain","99.9.",2
"5751","15",66600000,66700000,"train","X0","brain","99.9.",2
"5761","15",66700000,66800000,"train","X0","brain","99.9.",2
"5771","15",66800000,66900000,"train","X0","brain","99.9.",2
"5801","15",67200000,67300000,"train","X0","brain","99.9.",2
"5811","15",67300000,67400000,"train","X0","brain","99.9.",2
"5821","15",68300000,68400000,"train","X0","brain","99.9.",2
"5841","15",68900000,6.9e+07,"train","X0","brain","99.9.",2
"5851","15",6.9e+07,69100000,"train","X0","brain","99.9.",2
"5871","15",69400000,69500000,"train","X0","brain","99.9.",2
"5881","15",69600000,69700000,"train","X0","brain","99.9.",2
"5891","15",69900000,7e+07,"train","X0","brain","99.9.",2
"5901","15",7e+07,70100000,"train","X0","brain","99.9.",2
"5911","15",70100000,70200000,"train","X0","brain","99.9.",2
"5921","15",70200000,70300000,"train","X0","brain","99.9.",2
"5931","15",70300000,70400000,"train","X0","brain","99.9.",2
"5941","15",70900000,7.1e+07,"train","X0","brain","99.9.",2
"5951","15",71100000,71200000,"train","X0","brain","99.9.",2
"5961","15",71300000,71400000,"train","X0","brain","99.9.",2
"5971","15",72200000,72300000,"train","X0","brain","99.9.",2
"5981","15",72700000,72800000,"train","X0","brain","99.9.",2
"6001","15",73100000,73200000,"train","X0","brain","99.9.",2
"6011","15",73300000,73400000,"train","X0","brain","99.9.",2
"6021","15",73600000,73700000,"train","X0","brain","99.9.",2
"6031","15",74700000,74800000,"train","X0","brain","99.9.",2
"6061","15",75400000,75500000,"train","X0","brain","99.9.",2
"6091","15",76600000,76700000,"train","X0","brain","99.9.",2
"6101","15",76900000,7.7e+07,"train","X0","brain","99.9.",2
"6121","15",77800000,77900000,"train","X0","brain","99.9.",2
"6131","15",77900000,7.8e+07,"train","X0","brain","99.9.",2
"6151","15",78400000,78500000,"train","X0","brain","99.9.",2
"6171","15",79200000,79300000,"train","X0","brain","99.9.",2
"6181","15",79300000,79400000,"train","X0","brain","99.9.",2
"6201","15",79500000,79600000,"train","X0","brain","99.9.",2
"6211","15",79800000,79900000,"train","X0","brain","99.9.",2
"6221","15",79900000,8e+07,"train","X0","brain","99.9.",2
"6231","15",80100000,80200000,"train","X0","brain","99.9.",2
"6251","15",81200000,81300000,"train","X0","brain","99.9.",2
"6261","15",82300000,82400000,"train","X0","brain","99.9.",2
"6271","15",83800000,83900000,"train","X0","brain","99.9.",2
"6291","15",84300000,84400000,"train","X0","brain","99.9.",2
"6301","15",84500000,84600000,"train","X0","brain","99.9.",2
"6311","15",84900000,8.5e+07,"train","X0","brain","99.9.",2
"6321","15",8.5e+07,85100000,"train","X0","brain","99.9.",2
"6331","15",85300000,85400000,"train","X0","brain","99.9.",2
"6341","15",85400000,85500000,"train","X0","brain","99.9.",2
"6351","15",85500000,85600000,"train","X0","brain","99.9.",2
"6371","15",85700000,85800000,"train","X0","brain","99.9.",2
"6381","15",8.6e+07,86100000,"train","X0","brain","99.9.",2
"6391","15",86300000,86400000,"train","X0","brain","99.9.",2
"6411","15",87100000,87200000,"train","X0","brain","99.9.",2
"6421","15",87400000,87500000,"train","X0","brain","99.9.",2
"6431","15",87600000,87700000,"train","X0","brain","99.9.",2
"6441","15",87800000,87900000,"train","X0","brain","99.9.",2
"6451","15",87900000,8.8e+07,"train","X0","brain","99.9.",2
"6481","15",89300000,89400000,"train","X0","brain","99.9.",2
"6501","15",89700000,89800000,"train","X0","brain","99.9.",2
"6511","15",90700000,90800000,"train","X0","brain","99.9.",2
"6521","15",90900000,9.1e+07,"train","X0","brain","99.9.",2
"6531","15",91100000,91200000,"train","X0","brain","99.9.",2
"6541","15",91600000,91700000,"train","X0","brain","99.9.",2
"6551","15",91700000,91800000,"train","X0","brain","99.9.",2
"6561","15",9.2e+07,92100000,"train","X0","brain","99.9.",2
"6571","15",92100000,92200000,"train","X0","brain","99.9.",2
"6581","15",92200000,92300000,"train","X0","brain","99.9.",2
"6591","15",92500000,92600000,"train","X0","brain","99.9.",2
"6601","15",92700000,92800000,"train","X0","brain","99.9.",2
"6611","15",92800000,92900000,"train","X0","brain","99.9.",2
"6621","15",93100000,93200000,"train","X0","brain","99.9.",2
"6631","15",93500000,93600000,"train","X0","brain","99.9.",2
"6641","15",93600000,93700000,"train","X0","brain","99.9.",2
"6701","15",9.5e+07,95100000,"train","X0","brain","99.9.",2
"6711","15",95400000,95500000,"train","X0","brain","99.9.",2
"6731","15",95900000,9.6e+07,"train","X0","brain","99.9.",2
"6741","15",9.6e+07,96100000,"train","X0","brain","99.9.",2
"6751","15",96100000,96200000,"train","X0","brain","99.9.",2
"6761","15",96200000,96300000,"train","X0","brain","99.9.",2
"6771","15",96400000,96500000,"train","X0","brain","99.9.",2
"6781","15",96600000,96700000,"train","X0","brain","99.9.",2
"6791","15",96900000,9.7e+07,"train","X0","brain","99.9.",2
"6801","15",97200000,97300000,"train","X0","brain","99.9.",2
"6821","15",98800000,98900000,"train","X0","brain","99.9.",2
"6841","15",100100000,100200000,"train","X0","brain","99.9.",2
"6851","15",100200000,100300000,"train","X0","brain","99.9.",2
"6861","15",100700000,100800000,"train","X0","brain","99.9.",2
"6871","15",101100000,101200000,"train","X0","brain","99.9.",2
"6881","15",101600000,101700000,"train","X0","brain","99.9.",2
"6911","15",102100000,102200000,"train","X0","brain","99.9.",2
"6921","16",21600000,21700000,"train","X0","brain","99.9.",2
"6941","16",2.4e+07,24100000,"train","X0","brain","99.9.",2
"6951","16",31400000,31500000,"train","X0","brain","99.9.",2
"6961","16",34300000,34400000,"train","X0","brain","99.9.",2
"6971","16",34700000,34800000,"train","X0","brain","99.9.",2
"7001","16",88300000,88400000,"train","X0","brain","99.9.",2
"7021","17",15800000,15900000,"train","X0","brain","99.9.",2
"7041","17",16100000,16200000,"train","X0","brain","99.9.",2
"7051","17",17400000,17500000,"train","X0","brain","99.9.",2
"7071","17",2.7e+07,27100000,"train","X0","brain","99.9.",2
"7091","17",32700000,32800000,"train","X0","brain","99.9.",2
"7101","17",32800000,32900000,"train","X0","brain","99.9.",2
"7111","17",35700000,35800000,"train","X0","brain","99.9.",2
"7121","17",40400000,40500000,"train","X0","brain","99.9.",2
"7131","17",40800000,40900000,"train","X0","brain","99.9.",2
"7141","17",42800000,42900000,"train","X0","brain","99.9.",2
"7151","17",43400000,43500000,"train","X0","brain","99.9.",2
"7161","17",45200000,45300000,"train","X0","brain","99.9.",2
"7181","17",48800000,48900000,"train","X0","brain","99.9.",2
"7201","17",50400000,50500000,"train","X0","brain","99.9.",2
"7211","17",54900000,5.5e+07,"train","X0","brain","99.9.",2
"7221","17",5.5e+07,55100000,"train","X0","brain","99.9.",2
"7241","17",55200000,55300000,"train","X0","brain","99.9.",2
"7261","17",58300000,58400000,"train","X0","brain","99.9.",2
"7271","17",6.2e+07,62100000,"train","X0","brain","99.9.",2
"7291","17",70400000,70500000,"train","X0","brain","99.9.",2
"7301","17",75300000,75400000,"train","X0","brain","99.9.",2
"7311","18",6900000,7e+06,"train","X0","brain","99.9.",2
"7361","18",41400000,41500000,"train","X0","brain","99.9.",2
"7371","18",41900000,4.2e+07,"train","X0","brain","99.9.",2
"7381","18",42800000,42900000,"train","X0","brain","99.9.",2
"7391","18",43400000,43500000,"train","X0","brain","99.9.",2
"7411","18",44700000,44800000,"train","X0","brain","99.9.",2
"7421","18",4.5e+07,45100000,"train","X0","brain","99.9.",2
"7431","18",56800000,56900000,"train","X0","brain","99.9.",2
"7441","18",70200000,70300000,"train","X0","brain","99.9.",2
"7461","18",76300000,76400000,"train","X0","brain","99.9.",2
"7471","18",77300000,77400000,"train","X0","brain","99.9.",2
"7491","19",2200000,2300000,"train","X0","brain","99.9.",2
"7501","19",10600000,10700000,"train","X0","brain","99.9.",2
"7521","19",13600000,13700000,"train","X0","brain","99.9.",2
"7531","19",15400000,15500000,"train","X0","brain","99.9.",2
"7541","19",16400000,16500000,"train","X0","brain","99.9.",2
"7561","19",16900000,1.7e+07,"train","X0","brain","99.9.",2
"7571","19",28300000,28400000,"train","X0","brain","99.9.",2
"7591","19",53400000,53500000,"train","X0","brain","99.9.",2
"7601","19",53900000,5.4e+07,"train","X0","brain","99.9.",2
"7681","20",37100000,37200000,"train","X0","brain","99.9.",2
"7731","21",41400000,41500000,"train","X0","brain","99.9.",2
"7791","22",23100000,23200000,"train","X0","brain","99.9.",2
"7801","22",23200000,23300000,"train","X0","brain","99.9.",2
"7831","22",50200000,50300000,"train","X0","brain","99.9.",2
"7841","X",2800000,2900000,"train","X0","brain","99.9.",2
"7871","X",34600000,34700000,"train","X0","brain","99.9.",2
"7891","X",49200000,49300000,"train","X0","brain","99.9.",2
"7901","X",49300000,49400000,"train","X0","brain","99.9.",2
"7911","X",65900000,6.6e+07,"train","X0","brain","99.9.",2
"7931","X",72200000,72300000,"train","X0","brain","99.9.",2
"7941","X",73700000,73800000,"train","X0","brain","99.9.",2
"7951","X",73800000,73900000,"train","X0","brain","99.9.",2
"7961","X",78600000,78700000,"train","X0","brain","99.9.",2
"7981","X",91100000,91200000,"train","X0","brain","99.9.",2
"7991","X",91200000,91300000,"train","X0","brain","99.9.",2
"8011","X",92100000,92200000,"train","X0","brain","99.9.",2
"8021","X",93800000,93900000,"train","X0","brain","99.9.",2
"8031","X",106500000,106600000,"train","X0","brain","99.9.",2
"8041","X",117600000,117700000,"train","X0","brain","99.9.",2
"8051","X",119800000,119900000,"train","X0","brain","99.9.",2
"8071","X",120300000,120400000,"train","X0","brain","99.9.",2
"8081","X",120400000,120500000,"train","X0","brain","99.9.",2
"8091","X",121400000,121500000,"train","X0","brain","99.9.",2
"8101","X",121800000,121900000,"train","X0","brain","99.9.",2
"8121","X",127500000,127600000,"train","X0","brain","99.9.",2
"8131","X",130800000,130900000,"train","X0","brain","99.9.",2
"8151","X",133300000,133400000,"train","X0","brain","99.9.",2
"8161","X",136900000,1.37e+08,"train","X0","brain","99.9.",2
"8171","X",144500000,144600000,"train","X0","brain","99.9.",2
"2111","6",119500000,119600000,"train","X1","brain","99.9.",2
"2141","6",157600000,157700000,"train","X1","brain","99.9.",2
"2171","6",170700000,170800000,"train","X1","brain","99.9.",2
"3151","9",140200000,140300000,"train","X1","brain","99.9.",2
"3851","13",113400000,113500000,"train","X1","brain","99.9.",2
"3971","14",60900000,6.1e+07,"train","X1","brain","99.9.",2
"7451","18",75700000,75800000,"train","X1","brain","99.9.",2
"7611","19",54800000,54900000,"train","X1","brain","99.9.",2
"7641","20",29600000,29700000,"train","X1","brain","99.9.",2
"7661","20",33200000,33300000,"train","X1","brain","99.9.",2
"7701","20",59900000,6e+07,"train","X1","brain","99.9.",2
"7711","20",60500000,60600000,"train","X1","brain","99.9.",2
"7741","21",42900000,4.3e+07,"train","X1","brain","99.9.",2
"7751","21",4.3e+07,43100000,"train","X1","brain","99.9.",2
"7781","22",21300000,21400000,"train","X1","brain","99.9.",2
"2100","1",2.6e+07,26100000,"test","X0","brain","99.9.",2
"7100","1",79500000,79600000,"test","X0","brain","99.9.",2
"1110","1",120600000,120700000,"test","X0","brain","99.9.",2
"1210","1",1.45e+08,145100000,"test","X0","brain","99.9.",2
"1510","1",179600000,179700000,"test","X0","brain","99.9.",2
"1610","1",182100000,182200000,"test","X0","brain","99.9.",2
"1810","2",1900000,2e+06,"test","X0","brain","99.9.",2
"1910","2",2e+06,2100000,"test","X0","brain","99.9.",2
"2210","2",14200000,14300000,"test","X0","brain","99.9.",2
"2410","2",16100000,16200000,"test","X0","brain","99.9.",2
"3010","2",48500000,48600000,"test","X0","brain","99.9.",2
"3210","2",5.1e+07,51100000,"test","X0","brain","99.9.",2
"3310","2",56200000,56300000,"test","X0","brain","99.9.",2
"4010","2",114700000,114800000,"test","X0","brain","99.9.",2
"4110","2",115800000,115900000,"test","X0","brain","99.9.",2
"4610","2",120500000,120600000,"test","X0","brain","99.9.",2
"4710","2",120600000,120700000,"test","X0","brain","99.9.",2
"5810","2",152400000,152500000,"test","X0","brain","99.9.",2
"6110","2",166500000,166600000,"test","X0","brain","99.9.",2
"6310","2",170400000,170500000,"test","X0","brain","99.9.",2
"6410","2",183700000,183800000,"test","X0","brain","99.9.",2
"6710","2",200200000,200300000,"test","X0","brain","99.9.",2
"7210","3",3500000,3600000,"test","X0","brain","99.9.",2
"7310","3",3800000,3900000,"test","X0","brain","99.9.",2
"7410","3",4900000,5e+06,"test","X0","brain","99.9.",2
"8110","3",77300000,77400000,"test","X0","brain","99.9.",2
"821","3",80800000,80900000,"test","X0","brain","99.9.",2
"831","3",94400000,94500000,"test","X0","brain","99.9.",2
"891","3",130600000,130700000,"test","X0","brain","99.9.",2
"941","3",142200000,142300000,"test","X0","brain","99.9.",2
"981","3",195500000,195600000,"test","X0","brain","99.9.",2
"1001","4",8e+05,9e+05,"test","X0","brain","99.9.",2
"1021","4",1600000,1700000,"test","X0","brain","99.9.",2
"1041","4",2e+06,2100000,"test","X0","brain","99.9.",2
"1051","4",6e+06,6100000,"test","X0","brain","99.9.",2
"1061","4",7200000,7300000,"test","X0","brain","99.9.",2
"1101","4",18400000,18500000,"test","X0","brain","99.9.",2
"1121","4",21700000,21800000,"test","X0","brain","99.9.",2
"1151","4",22700000,22800000,"test","X0","brain","99.9.",2
"1171","4",23700000,23800000,"test","X0","brain","99.9.",2
"1191","4",25400000,25500000,"test","X0","brain","99.9.",2
"1201","4",28900000,2.9e+07,"test","X0","brain","99.9.",2
"1211","4",3e+07,30100000,"test","X0","brain","99.9.",2
"1221","4",31100000,31200000,"test","X0","brain","99.9.",2
"1231","4",33400000,33500000,"test","X0","brain","99.9.",2
"1291","4",5.4e+07,54100000,"test","X0","brain","99.9.",2
"1321","4",56600000,56700000,"test","X0","brain","99.9.",2
"1351","4",5.7e+07,57100000,"test","X0","brain","99.9.",2
"1361","4",57100000,57200000,"test","X0","brain","99.9.",2
"1411","4",107700000,107800000,"test","X0","brain","99.9.",2
"1481","4",1.25e+08,125100000,"test","X0","brain","99.9.",2
"1521","4",127400000,127500000,"test","X0","brain","99.9.",2
"1561","4",1.38e+08,138100000,"test","X0","brain","99.9.",2
"1611","4",162800000,162900000,"test","X0","brain","99.9.",2
"1671","4",166400000,166500000,"test","X0","brain","99.9.",2
"1721","4",170400000,170500000,"test","X0","brain","99.9.",2
"1741","4",171800000,171900000,"test","X0","brain","99.9.",2
"1791","4",189500000,189600000,"test","X0","brain","99.9.",2
"1811","5",1400000,1500000,"test","X0","brain","99.9.",2
"1841","5",14300000,14400000,"test","X0","brain","99.9.",2
"1851","5",18500000,18600000,"test","X0","brain","99.9.",2
"1871","5",50700000,50800000,"test","X0","brain","99.9.",2
"1901","5",81500000,81600000,"test","X0","brain","99.9.",2
"1941","5",99700000,99800000,"test","X0","brain","99.9.",2
"1951","5",1.03e+08,103100000,"test","X0","brain","99.9.",2
"2011","5",179400000,179500000,"test","X0","brain","99.9.",2
"2071","6",30200000,30300000,"test","X0","brain","99.9.",2
"2091","6",105400000,105500000,"test","X0","brain","99.9.",2
"2121","6",152700000,152800000,"test","X0","brain","99.9.",2
"2221","7",8100000,8200000,"test","X0","brain","99.9.",2
"2271","7",26100000,26200000,"test","X0","brain","99.9.",2
"2351","7",90400000,90500000,"test","X0","brain","99.9.",2
"2401","7",9.1e+07,91100000,"test","X0","brain","99.9.",2
"2481","7",92100000,92200000,"test","X0","brain","99.9.",2
"2491","7",92200000,92300000,"test","X0","brain","99.9.",2
"2521","7",92500000,92600000,"test","X0","brain","99.9.",2
"2561","7",105800000,105900000,"test","X0","brain","99.9.",2
"2581","7",1.06e+08,106100000,"test","X0","brain","99.9.",2
"2591","7",106100000,106200000,"test","X0","brain","99.9.",2
"2601","7",106400000,106500000,"test","X0","brain","99.9.",2
"2641","7",129600000,129700000,"test","X0","brain","99.9.",2
"2651","7",132300000,132400000,"test","X0","brain","99.9.",2
"2711","7",149200000,149300000,"test","X0","brain","99.9.",2
"2791","8",9600000,9700000,"test","X0","brain","99.9.",2
"2811","8",10700000,10800000,"test","X0","brain","99.9.",2
"2821","8",11900000,1.2e+07,"test","X0","brain","99.9.",2
"2831","8",15700000,15800000,"test","X0","brain","99.9.",2
"2871","8",2.8e+07,28100000,"test","X0","brain","99.9.",2
"2901","8",35200000,35300000,"test","X0","brain","99.9.",2
"2951","8",66400000,66500000,"test","X0","brain","99.9.",2
"2991","8",1.43e+08,143100000,"test","X0","brain","99.9.",2
"3071","9",93600000,93700000,"test","X0","brain","99.9.",2
"3131","9",138900000,1.39e+08,"test","X0","brain","99.9.",2
"3161","10",5800000,5900000,"test","X0","brain","99.9.",2
"3211","10",49900000,5e+07,"test","X0","brain","99.9.",2
"3221","10",50200000,50300000,"test","X0","brain","99.9.",2
"3251","10",133200000,133300000,"test","X0","brain","99.9.",2
"3301","11",38600000,38700000,"test","X0","brain","99.9.",2
"3331","11",41500000,41600000,"test","X0","brain","99.9.",2
"3371","11",69100000,69200000,"test","X0","brain","99.9.",2
"3391","11",118900000,1.19e+08,"test","X0","brain","99.9.",2
"3421","12",2300000,2400000,"test","X0","brain","99.9.",2
"3431","12",2800000,2900000,"test","X0","brain","99.9.",2
"3441","12",3500000,3600000,"test","X0","brain","99.9.",2
"3461","12",5300000,5400000,"test","X0","brain","99.9.",2
"3581","12",20300000,20400000,"test","X0","brain","99.9.",2
"3591","12",20400000,20500000,"test","X0","brain","99.9.",2
"3611","12",2.1e+07,21100000,"test","X0","brain","99.9.",2
"3621","12",22200000,22300000,"test","X0","brain","99.9.",2
"3681","12",29100000,29200000,"test","X0","brain","99.9.",2
"3711","12",32200000,32300000,"test","X0","brain","99.9.",2
"3731","12",32400000,32500000,"test","X0","brain","99.9.",2
"3751","12",33800000,33900000,"test","X0","brain","99.9.",2
"3771","12",130800000,130900000,"test","X0","brain","99.9.",2
"3881","13",114400000,114500000,"test","X0","brain","99.9.",2
"3901","14",19200000,19300000,"test","X0","brain","99.9.",2
"3911","14",19300000,19400000,"test","X0","brain","99.9.",2
"3921","14",20600000,20700000,"test","X0","brain","99.9.",2
"3961","14",30600000,30700000,"test","X0","brain","99.9.",2
"4061","15",22500000,22600000,"test","X0","brain","99.9.",2
"4071","15",23200000,23300000,"test","X0","brain","99.9.",2
"4101","15",25600000,25700000,"test","X0","brain","99.9.",2
"4121","15",2.6e+07,26100000,"test","X0","brain","99.9.",2
"4181","15",27500000,27600000,"test","X0","brain","99.9.",2
"4211","15",27900000,2.8e+07,"test","X0","brain","99.9.",2
"4231","15",28200000,28300000,"test","X0","brain","99.9.",2
"4291","15",30900000,3.1e+07,"test","X0","brain","99.9.",2
"4321","15",33100000,33200000,"test","X0","brain","99.9.",2
"4351","15",3.4e+07,34100000,"test","X0","brain","99.9.",2
"4391","15",34600000,34700000,"test","X0","brain","99.9.",2
"4471","15",36300000,36400000,"test","X0","brain","99.9.",2
"4681","15",40900000,4.1e+07,"test","X0","brain","99.9.",2
"4701","15",41300000,41400000,"test","X0","brain","99.9.",2
"4761","15",43200000,43300000,"test","X0","brain","99.9.",2
"4791","15",44300000,44400000,"test","X0","brain","99.9.",2
"4801","15",44500000,44600000,"test","X0","brain","99.9.",2
"4841","15",45400000,45500000,"test","X0","brain","99.9.",2
"4881","15",4.6e+07,46100000,"test","X0","brain","99.9.",2
"4901","15",46900000,4.7e+07,"test","X0","brain","99.9.",2
"4961","15",48200000,48300000,"test","X0","brain","99.9.",2
"4971","15",48500000,48600000,"test","X0","brain","99.9.",2
"4991","15",49600000,49700000,"test","X0","brain","99.9.",2
"5001","15",49800000,49900000,"test","X0","brain","99.9.",2
"5011","15",50100000,50200000,"test","X0","brain","99.9.",2
"5031","15",50700000,50800000,"test","X0","brain","99.9.",2
"5041","15",50800000,50900000,"test","X0","brain","99.9.",2
"5071","15",51100000,51200000,"test","X0","brain","99.9.",2
"5081","15",51300000,51400000,"test","X0","brain","99.9.",2
"5101","15",51700000,51800000,"test","X0","brain","99.9.",2
"5141","15",53400000,53500000,"test","X0","brain","99.9.",2
"5151","15",53600000,53700000,"test","X0","brain","99.9.",2
"5201","15",55100000,55200000,"test","X0","brain","99.9.",2
"5231","15",55800000,55900000,"test","X0","brain","99.9.",2
"5261","15",56500000,56600000,"test","X0","brain","99.9.",2
"5311","15",58200000,58300000,"test","X0","brain","99.9.",2
"5381","15",59300000,59400000,"test","X0","brain","99.9.",2
"5401","15",59700000,59800000,"test","X0","brain","99.9.",2
"5411","15",59800000,59900000,"test","X0","brain","99.9.",2
"5431","15",60200000,60300000,"test","X0","brain","99.9.",2
"5441","15",60300000,60400000,"test","X0","brain","99.9.",2
"5451","15",60400000,60500000,"test","X0","brain","99.9.",2
"5461","15",60500000,60600000,"test","X0","brain","99.9.",2
"5531","15",62400000,62500000,"test","X0","brain","99.9.",2
"5611","15",63500000,63600000,"test","X0","brain","99.9.",2
"5641","15",6.4e+07,64100000,"test","X0","brain","99.9.",2
"5661","15",64700000,64800000,"test","X0","brain","99.9.",2
"5671","15",64800000,64900000,"test","X0","brain","99.9.",2
"5681","15",6.5e+07,65100000,"test","X0","brain","99.9.",2
"5701","15",65700000,65800000,"test","X0","brain","99.9.",2
"5711","15",6.6e+07,66100000,"test","X0","brain","99.9.",2
"5731","15",66300000,66400000,"test","X0","brain","99.9.",2
"5781","15",66900000,6.7e+07,"test","X0","brain","99.9.",2
"5791","15",6.7e+07,67100000,"test","X0","brain","99.9.",2
"5831","15",68600000,68700000,"test","X0","brain","99.9.",2
"5861","15",69100000,69200000,"test","X0","brain","99.9.",2
"5991","15",7.3e+07,73100000,"test","X0","brain","99.9.",2
"6041","15",75100000,75200000,"test","X0","brain","99.9.",2
"6051","15",75200000,75300000,"test","X0","brain","99.9.",2
"6071","15",7.6e+07,76100000,"test","X0","brain","99.9.",2
"6081","15",76200000,76300000,"test","X0","brain","99.9.",2
"6111","15",77200000,77300000,"test","X0","brain","99.9.",2
"6141","15",7.8e+07,78100000,"test","X0","brain","99.9.",2
"6161","15",78500000,78600000,"test","X0","brain","99.9.",2
"6191","15",79400000,79500000,"test","X0","brain","99.9.",2
"6241","15",80600000,80700000,"test","X0","brain","99.9.",2
"6281","15",8.4e+07,84100000,"test","X0","brain","99.9.",2
"6361","15",85600000,85700000,"test","X0","brain","99.9.",2
"6401","15",86800000,86900000,"test","X0","brain","99.9.",2
"6461","15",88700000,88800000,"test","X0","brain","99.9.",2
"6471","15",89100000,89200000,"test","X0","brain","99.9.",2
"6491","15",89400000,89500000,"test","X0","brain","99.9.",2
"6651","15",93800000,93900000,"test","X0","brain","99.9.",2
"6661","15",94300000,94400000,"test","X0","brain","99.9.",2
"6671","15",94400000,94500000,"test","X0","brain","99.9.",2
"6681","15",94500000,94600000,"test","X0","brain","99.9.",2
"6691","15",94600000,94700000,"test","X0","brain","99.9.",2
"6721","15",95500000,95600000,"test","X0","brain","99.9.",2
"6811","15",9.8e+07,98100000,"test","X0","brain","99.9.",2
"6831","15",9.9e+07,99100000,"test","X0","brain","99.9.",2
"6891","15",101800000,101900000,"test","X0","brain","99.9.",2
"6901","15",101900000,1.02e+08,"test","X0","brain","99.9.",2
"6931","16",2.3e+07,23100000,"test","X0","brain","99.9.",2
"6981","16",64100000,64200000,"test","X0","brain","99.9.",2
"7011","17",2e+05,3e+05,"test","X0","brain","99.9.",2
"7031","17",1.6e+07,16100000,"test","X0","brain","99.9.",2
"7061","17",26700000,26800000,"test","X0","brain","99.9.",2
"7081","17",31900000,3.2e+07,"test","X0","brain","99.9.",2
"7171","17",45700000,45800000,"test","X0","brain","99.9.",2
"7191","17",48900000,4.9e+07,"test","X0","brain","99.9.",2
"7231","17",55100000,55200000,"test","X0","brain","99.9.",2
"7251","17",57500000,57600000,"test","X0","brain","99.9.",2
"7281","17",64300000,64400000,"test","X0","brain","99.9.",2
"7321","18",39600000,39700000,"test","X0","brain","99.9.",2
"7331","18",40500000,40600000,"test","X0","brain","99.9.",2
"7341","18",40700000,40800000,"test","X0","brain","99.9.",2
"7351","18",40800000,40900000,"test","X0","brain","99.9.",2
"7401","18",44400000,44500000,"test","X0","brain","99.9.",2
"7481","19",5e+05,6e+05,"test","X0","brain","99.9.",2
"7511","19",10700000,10800000,"test","X0","brain","99.9.",2
"7551","19",16700000,16800000,"test","X0","brain","99.9.",2
"7581","19",53300000,53400000,"test","X0","brain","99.9.",2
"7621","19",54900000,5.5e+07,"test","X0","brain","99.9.",2
"7631","20",26100000,26200000,"test","X0","brain","99.9.",2
"7651","20",3.1e+07,31100000,"test","X0","brain","99.9.",2
"7671","20",35100000,35200000,"test","X0","brain","99.9.",2
"7691","20",38100000,38200000,"test","X0","brain","99.9.",2
"7761","21",4.4e+07,44100000,"test","X0","brain","99.9.",2
"7811","22",2.5e+07,25100000,"test","X0","brain","99.9.",2
"7821","22",43100000,43200000,"test","X0","brain","99.9.",2
"7851","X",24100000,24200000,"test","X0","brain","99.9.",2
"7861","X",30300000,30400000,"test","X0","brain","99.9.",2
"7881","X",4.8e+07,48100000,"test","X0","brain","99.9.",2
"7921","X",7.1e+07,71100000,"test","X0","brain","99.9.",2
"7971","X",8.7e+07,87100000,"test","X0","brain","99.9.",2
"8001","X",9.2e+07,92100000,"test","X0","brain","99.9.",2
"8061","X",119900000,1.2e+08,"test","X0","brain","99.9.",2
"8111","X",121900000,1.22e+08,"test","X0","brain","99.9.",2
"8141","X",1.31e+08,131100000,"test","X0","brain","99.9.",2
"8181","X",1.49e+08,149100000,"test","X0","brain","99.9.",2
"2661","7",138500000,138600000,"test","X1","brain","99.9.",2
"2681","7",140400000,140500000,"test","X1","brain","99.9.",2
"3351","11",55400000,55500000,"test","X1","brain","99.9.",2
"6991","16",69800000,69900000,"test","X1","brain","99.9.",2
"7721","21",41300000,41400000,"test","X1","brain","99.9.",2
"7771","21",47500000,47600000,"test","X1","brain","99.9.",2
"1102","1",11800000,11900000,"train","X0","brain","99.9.",3
"2102","1",2.6e+07,26100000,"train","X0","brain","99.9.",3
"3102","1",63400000,63500000,"train","X0","brain","99.9.",3
"4102","1",63500000,63600000,"train","X0","brain","99.9.",3
