"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat.","chr.1","from.1","to.1","data_type.1","target.1","cancer_type.1","labeling_type.1","repeat..1","chr.2","from.2","to.2","data_type.2","target.2","cancer_type.2","labeling_type.2","repeat..2","chr.3","from.3","to.3","data_type.3","target.3","cancer_type.3","labeling_type.3","repeat..3","chr.4","from.4","to.4","data_type.4","target.4","cancer_type.4","labeling_type.4","repeat..4","chr.5","from.5","to.5","data_type.5","target.5","cancer_type.5","labeling_type.5","repeat..5","chr.6","from.6","to.6","data_type.6","target.6","cancer_type.6","labeling_type.6","repeat..6","chr.7","from.7","to.7","data_type.7","target.7","cancer_type.7","labeling_type.7","repeat..7","chr.8","from.8","to.8","data_type.8","target.8","cancer_type.8","labeling_type.8","repeat..8","chr.9","from.9","to.9","data_type.9","target.9","cancer_type.9","labeling_type.9","repeat..9","chr.10","from.10","to.10","data_type.10","target.10","cancer_type.10","labeling_type.10","repeat..10","chr.11","from.11","to.11","data_type.11","target.11","cancer_type.11","labeling_type.11","repeat..11","chr.12","from.12","to.12","data_type.12","target.12","cancer_type.12","labeling_type.12","repeat..12","chr.13","from.13","to.13","data_type.13","target.13","cancer_type.13","labeling_type.13","repeat..13","chr.14","from.14","to.14","data_type.14","target.14","cancer_type.14","labeling_type.14","repeat..14","chr.15","from.15","to.15","data_type.15","target.15","cancer_type.15","labeling_type.15","repeat..15","chr.16","from.16","to.16","data_type.16","target.16","cancer_type.16","labeling_type.16","repeat..16","chr.17","from.17","to.17","data_type.17","target.17","cancer_type.17","labeling_type.17","repeat..17","chr.18","from.18","to.18","data_type.18","target.18","cancer_type.18","labeling_type.18","repeat..18","chr.19","from.19","to.19","data_type.19","target.19","cancer_type.19","labeling_type.19","repeat..19","chr.20","from.20","to.20","data_type.20","target.20","cancer_type.20","labeling_type.20","repeat..20","chr.21","from.21","to.21","data_type.21","target.21","cancer_type.21","labeling_type.21","repeat..21","chr.22","from.22","to.22","data_type.22","target.22","cancer_type.22","labeling_type.22","repeat..22","chr.23","from.23","to.23","data_type.23","target.23","cancer_type.23","labeling_type.23","repeat..23","chr.24","from.24","to.24","data_type.24","target.24","cancer_type.24","labeling_type.24","repeat..24","chr.25","from.25","to.25","data_type.25","target.25","cancer_type.25","labeling_type.25","repeat..25","chr.26","from.26","to.26","data_type.26","target.26","cancer_type.26","labeling_type.26","repeat..26","chr.27","from.27","to.27","data_type.27","target.27","cancer_type.27","labeling_type.27","repeat..27","chr.28","from.28","to.28","data_type.28","target.28","cancer_type.28","labeling_type.28","repeat..28","chr.29","from.29","to.29","data_type.29","target.29","cancer_type.29","labeling_type.29","repeat..29"
"625","10",13500000,13600000,"train","X1","bone","99.",1,"8",61900000,6.2e+07,"train","X1","bone","99.",2,"9",21800000,21900000,"train","X1","bone","99.",3,"9",21900000,2.2e+07,"train","X1","bone","99.",4,"8",61900000,6.2e+07,"train","X1","bone","99.",5,"8",61900000,6.2e+07,"train","X1","bone","99.",6,"9",21800000,21900000,"train","X1","bone","99.",7,"8",101700000,101800000,"train","X1","bone","99.",8,"8",61900000,6.2e+07,"train","X1","bone","99.",9,"9",21900000,2.2e+07,"train","X1","bone","99.",10,"9",2.2e+07,22100000,"train","X1","bone","99.",11,"8",122600000,122700000,"train","X1","bone","99.",12,"10",2e+06,2100000,"train","X1","bone","99.",13,"8",122600000,122700000,"train","X1","bone","99.",14,"9",22200000,22300000,"train","X1","bone","99.",15,"9",21800000,21900000,"train","X1","bone","99.",16,"8",77700000,77800000,"train","X1","bone","99.",17,"9",22200000,22300000,"train","X1","bone","99.",18,"10",2e+06,2100000,"train","X1","bone","99.",19,"8",101700000,101800000,"train","X1","bone","99.",20,"8",77700000,77800000,"train","X1","bone","99.",21,"9",2.2e+07,22100000,"train","X1","bone","99.",22,"10",13500000,13600000,"train","X1","bone","99.",23,"7",152700000,152800000,"train","X1","bone","99.",24,"9",21900000,2.2e+07,"train","X1","bone","99.",25,"9",21900000,2.2e+07,"train","X1","bone","99.",26,"8",1700000,1800000,"train","X1","bone","99.",27,"9",22100000,22200000,"train","X1","bone","99.",28,"9",2.2e+07,22100000,"train","X1","bone","99.",29,"8",77700000,77800000,"train","X1","bone","99.",30
"627","10",17300000,17400000,"train","X1","bone","99.",1,"8",77700000,77800000,"train","X1","bone","99.",2,"9",2.2e+07,22100000,"train","X1","bone","99.",3,"9",2.2e+07,22100000,"train","X1","bone","99.",4,"8",77700000,77800000,"train","X1","bone","99.",5,"8",77700000,77800000,"train","X1","bone","99.",6,"9",21900000,2.2e+07,"train","X1","bone","99.",7,"9",2.2e+07,22100000,"train","X1","bone","99.",8,"8",77700000,77800000,"train","X1","bone","99.",9,"9",22100000,22200000,"train","X1","bone","99.",10,"9",22100000,22200000,"train","X1","bone","99.",11,"9",21800000,21900000,"train","X1","bone","99.",12,"10",13500000,13600000,"train","X1","bone","99.",13,"9",2.2e+07,22100000,"train","X1","bone","99.",14,"9",109600000,109700000,"train","X1","bone","99.",15,"9",2.2e+07,22100000,"train","X1","bone","99.",16,"9",21900000,2.2e+07,"train","X1","bone","99.",17,"9",109600000,109700000,"train","X1","bone","99.",18,"10",13500000,13600000,"train","X1","bone","99.",19,"9",21900000,2.2e+07,"train","X1","bone","99.",20,"8",101700000,101800000,"train","X1","bone","99.",21,"9",22200000,22300000,"train","X1","bone","99.",22,"10",17300000,17400000,"train","X1","bone","99.",23,"8",1700000,1800000,"train","X1","bone","99.",24,"9",2.2e+07,22100000,"train","X1","bone","99.",25,"9",22100000,22200000,"train","X1","bone","99.",26,"8",61900000,6.2e+07,"train","X1","bone","99.",27,"9",22200000,22300000,"train","X1","bone","99.",28,"9",22100000,22200000,"train","X1","bone","99.",29,"8",101700000,101800000,"train","X1","bone","99.",30
"630","10",22300000,22400000,"train","X1","bone","99.",1,"8",122600000,122700000,"train","X1","bone","99.",2,"9",22100000,22200000,"train","X1","bone","99.",3,"9",22100000,22200000,"train","X1","bone","99.",4,"8",101700000,101800000,"train","X1","bone","99.",5,"8",101700000,101800000,"train","X1","bone","99.",6,"9",2.2e+07,22100000,"train","X1","bone","99.",7,"9",22100000,22200000,"train","X1","bone","99.",8,"8",122600000,122700000,"train","X1","bone","99.",9,"10",2e+06,2100000,"train","X1","bone","99.",10,"9",22200000,22300000,"train","X1","bone","99.",11,"9",21900000,2.2e+07,"train","X1","bone","99.",12,"10",17300000,17400000,"train","X1","bone","99.",13,"9",22100000,22200000,"train","X1","bone","99.",14,"10",2e+06,2100000,"train","X1","bone","99.",15,"9",22100000,22200000,"train","X1","bone","99.",16,"9",2.2e+07,22100000,"train","X1","bone","99.",17,"10",2e+06,2100000,"train","X1","bone","99.",18,"10",17300000,17400000,"train","X1","bone","99.",19,"9",22100000,22200000,"train","X1","bone","99.",20,"8",122600000,122700000,"train","X1","bone","99.",21,"9",109600000,109700000,"train","X1","bone","99.",22,"10",22300000,22400000,"train","X1","bone","99.",23,"8",61900000,6.2e+07,"train","X1","bone","99.",24,"9",22200000,22300000,"train","X1","bone","99.",25,"9",109600000,109700000,"train","X1","bone","99.",26,"8",77700000,77800000,"train","X1","bone","99.",27,"10",17300000,17400000,"train","X1","bone","99.",28,"9",109600000,109700000,"train","X1","bone","99.",29,"8",122600000,122700000,"train","X1","bone","99.",30
"636","10",43700000,43800000,"train","X1","bone","99.",1,"9",21800000,21900000,"train","X1","bone","99.",2,"9",22200000,22300000,"train","X1","bone","99.",3,"9",22200000,22300000,"train","X1","bone","99.",4,"9",21800000,21900000,"train","X1","bone","99.",5,"9",21800000,21900000,"train","X1","bone","99.",6,"9",22100000,22200000,"train","X1","bone","99.",7,"9",109600000,109700000,"train","X1","bone","99.",8,"9",21800000,21900000,"train","X1","bone","99.",9,"10",13500000,13600000,"train","X1","bone","99.",10,"9",109600000,109700000,"train","X1","bone","99.",11,"9",2.2e+07,22100000,"train","X1","bone","99.",12,"10",22700000,22800000,"train","X1","bone","99.",13,"9",22200000,22300000,"train","X1","bone","99.",14,"10",17300000,17400000,"train","X1","bone","99.",15,"9",22200000,22300000,"train","X1","bone","99.",16,"9",22100000,22200000,"train","X1","bone","99.",17,"10",17300000,17400000,"train","X1","bone","99.",18,"10",22300000,22400000,"train","X1","bone","99.",19,"9",22200000,22300000,"train","X1","bone","99.",20,"9",21800000,21900000,"train","X1","bone","99.",21,"10",2e+06,2100000,"train","X1","bone","99.",22,"10",22700000,22800000,"train","X1","bone","99.",23,"8",77700000,77800000,"train","X1","bone","99.",24,"10",2e+06,2100000,"train","X1","bone","99.",25,"10",13500000,13600000,"train","X1","bone","99.",26,"8",101700000,101800000,"train","X1","bone","99.",27,"10",22300000,22400000,"train","X1","bone","99.",28,"10",2e+06,2100000,"train","X1","bone","99.",29,"9",22200000,22300000,"train","X1","bone","99.",30
"638","10",59900000,6e+07,"train","X1","bone","99.",1,"9",21900000,2.2e+07,"train","X1","bone","99.",2,"10",2e+06,2100000,"train","X1","bone","99.",3,"9",109600000,109700000,"train","X1","bone","99.",4,"9",21900000,2.2e+07,"train","X1","bone","99.",5,"9",21900000,2.2e+07,"train","X1","bone","99.",6,"9",22200000,22300000,"train","X1","bone","99.",7,"10",2e+06,2100000,"train","X1","bone","99.",8,"9",21900000,2.2e+07,"train","X1","bone","99.",9,"10",17300000,17400000,"train","X1","bone","99.",10,"10",22300000,22400000,"train","X1","bone","99.",11,"9",22100000,22200000,"train","X1","bone","99.",12,"10",31400000,31500000,"train","X1","bone","99.",13,"10",2e+06,2100000,"train","X1","bone","99.",14,"10",22300000,22400000,"train","X1","bone","99.",15,"9",109600000,109700000,"train","X1","bone","99.",16,"9",22200000,22300000,"train","X1","bone","99.",17,"10",31400000,31500000,"train","X1","bone","99.",18,"10",22700000,22800000,"train","X1","bone","99.",19,"10",22300000,22400000,"train","X1","bone","99.",20,"9",2.2e+07,22100000,"train","X1","bone","99.",21,"10",13500000,13600000,"train","X1","bone","99.",22,"10",31400000,31500000,"train","X1","bone","99.",23,"8",101700000,101800000,"train","X1","bone","99.",24,"10",17300000,17400000,"train","X1","bone","99.",25,"10",17300000,17400000,"train","X1","bone","99.",26,"8",122600000,122700000,"train","X1","bone","99.",27,"10",22700000,22800000,"train","X1","bone","99.",28,"10",13500000,13600000,"train","X1","bone","99.",29,"9",109600000,109700000,"train","X1","bone","99.",30
"642","10",65600000,65700000,"train","X1","bone","99.",1,"9",2.2e+07,22100000,"train","X1","bone","99.",2,"10",13500000,13600000,"train","X1","bone","99.",3,"10",13500000,13600000,"train","X1","bone","99.",4,"9",2.2e+07,22100000,"train","X1","bone","99.",5,"9",2.2e+07,22100000,"train","X1","bone","99.",6,"9",109600000,109700000,"train","X1","bone","99.",7,"10",13500000,13600000,"train","X1","bone","99.",8,"9",2.2e+07,22100000,"train","X1","bone","99.",9,"10",22300000,22400000,"train","X1","bone","99.",10,"10",22700000,22800000,"train","X1","bone","99.",11,"9",22200000,22300000,"train","X1","bone","99.",12,"10",43700000,43800000,"train","X1","bone","99.",13,"10",13500000,13600000,"train","X1","bone","99.",14,"10",22700000,22800000,"train","X1","bone","99.",15,"10",2e+06,2100000,"train","X1","bone","99.",16,"9",109600000,109700000,"train","X1","bone","99.",17,"10",59900000,6e+07,"train","X1","bone","99.",18,"10",31400000,31500000,"train","X1","bone","99.",19,"10",31400000,31500000,"train","X1","bone","99.",20,"9",22200000,22300000,"train","X1","bone","99.",21,"10",17300000,17400000,"train","X1","bone","99.",22,"10",43700000,43800000,"train","X1","bone","99.",23,"8",122600000,122700000,"train","X1","bone","99.",24,"10",22700000,22800000,"train","X1","bone","99.",25,"10",22700000,22800000,"train","X1","bone","99.",26,"9",21800000,21900000,"train","X1","bone","99.",27,"10",31400000,31500000,"train","X1","bone","99.",28,"10",17300000,17400000,"train","X1","bone","99.",29,"10",2e+06,2100000,"train","X1","bone","99.",30
"644","10",71900000,7.2e+07,"train","X1","bone","99.",1,"9",22200000,22300000,"train","X1","bone","99.",2,"10",22300000,22400000,"train","X1","bone","99.",3,"10",17300000,17400000,"train","X1","bone","99.",4,"9",22100000,22200000,"train","X1","bone","99.",5,"9",22100000,22200000,"train","X1","bone","99.",6,"10",2e+06,2100000,"train","X1","bone","99.",7,"10",17300000,17400000,"train","X1","bone","99.",8,"9",22100000,22200000,"train","X1","bone","99.",9,"10",22700000,22800000,"train","X1","bone","99.",10,"10",31400000,31500000,"train","X1","bone","99.",11,"9",109600000,109700000,"train","X1","bone","99.",12,"10",59900000,6e+07,"train","X1","bone","99.",13,"10",22300000,22400000,"train","X1","bone","99.",14,"10",43700000,43800000,"train","X1","bone","99.",15,"10",22700000,22800000,"train","X1","bone","99.",16,"10",2e+06,2100000,"train","X1","bone","99.",17,"10",65600000,65700000,"train","X1","bone","99.",18,"10",59900000,6e+07,"train","X1","bone","99.",19,"10",43700000,43800000,"train","X1","bone","99.",20,"10",43700000,43800000,"train","X1","bone","99.",21,"10",22300000,22400000,"train","X1","bone","99.",22,"10",71900000,7.2e+07,"train","X1","bone","99.",23,"9",21900000,2.2e+07,"train","X1","bone","99.",24,"10",31400000,31500000,"train","X1","bone","99.",25,"10",43700000,43800000,"train","X1","bone","99.",26,"9",21900000,2.2e+07,"train","X1","bone","99.",27,"10",43700000,43800000,"train","X1","bone","99.",28,"10",22300000,22400000,"train","X1","bone","99.",29,"10",13500000,13600000,"train","X1","bone","99.",30
"645","10",79700000,79800000,"train","X1","bone","99.",1,"9",109600000,109700000,"train","X1","bone","99.",2,"10",22700000,22800000,"train","X1","bone","99.",3,"10",22300000,22400000,"train","X1","bone","99.",4,"9",109600000,109700000,"train","X1","bone","99.",5,"9",109600000,109700000,"train","X1","bone","99.",6,"10",13500000,13600000,"train","X1","bone","99.",7,"10",22700000,22800000,"train","X1","bone","99.",8,"9",22200000,22300000,"train","X1","bone","99.",9,"10",43700000,43800000,"train","X1","bone","99.",10,"10",43700000,43800000,"train","X1","bone","99.",11,"10",2e+06,2100000,"train","X1","bone","99.",12,"10",71900000,7.2e+07,"train","X1","bone","99.",13,"10",22700000,22800000,"train","X1","bone","99.",14,"10",59900000,6e+07,"train","X1","bone","99.",15,"10",31400000,31500000,"train","X1","bone","99.",16,"10",13500000,13600000,"train","X1","bone","99.",17,"10",79700000,79800000,"train","X1","bone","99.",18,"10",65600000,65700000,"train","X1","bone","99.",19,"10",65600000,65700000,"train","X1","bone","99.",20,"10",59900000,6e+07,"train","X1","bone","99.",21,"10",43700000,43800000,"train","X1","bone","99.",22,"10",79700000,79800000,"train","X1","bone","99.",23,"9",2.2e+07,22100000,"train","X1","bone","99.",24,"10",43700000,43800000,"train","X1","bone","99.",25,"10",59900000,6e+07,"train","X1","bone","99.",26,"9",2.2e+07,22100000,"train","X1","bone","99.",27,"10",59900000,6e+07,"train","X1","bone","99.",28,"10",22700000,22800000,"train","X1","bone","99.",29,"10",17300000,17400000,"train","X1","bone","99.",30
"646","10",84400000,84500000,"train","X1","bone","99.",1,"10",2e+06,2100000,"train","X1","bone","99.",2,"10",43700000,43800000,"train","X1","bone","99.",3,"10",31400000,31500000,"train","X1","bone","99.",4,"10",2e+06,2100000,"train","X1","bone","99.",5,"10",2e+06,2100000,"train","X1","bone","99.",6,"10",17300000,17400000,"train","X1","bone","99.",7,"10",31400000,31500000,"train","X1","bone","99.",8,"9",109600000,109700000,"train","X1","bone","99.",9,"10",65600000,65700000,"train","X1","bone","99.",10,"10",71900000,7.2e+07,"train","X1","bone","99.",11,"10",13500000,13600000,"train","X1","bone","99.",12,"10",79700000,79800000,"train","X1","bone","99.",13,"10",43700000,43800000,"train","X1","bone","99.",14,"10",65600000,65700000,"train","X1","bone","99.",15,"10",43700000,43800000,"train","X1","bone","99.",16,"10",17300000,17400000,"train","X1","bone","99.",17,"10",84400000,84500000,"train","X1","bone","99.",18,"10",71900000,7.2e+07,"train","X1","bone","99.",19,"10",71900000,7.2e+07,"train","X1","bone","99.",20,"10",71900000,7.2e+07,"train","X1","bone","99.",21,"10",59900000,6e+07,"train","X1","bone","99.",22,"10",84400000,84500000,"train","X1","bone","99.",23,"9",22100000,22200000,"train","X1","bone","99.",24,"10",59900000,6e+07,"train","X1","bone","99.",25,"10",65600000,65700000,"train","X1","bone","99.",26,"9",22200000,22300000,"train","X1","bone","99.",27,"10",71900000,7.2e+07,"train","X1","bone","99.",28,"10",31400000,31500000,"train","X1","bone","99.",29,"10",22300000,22400000,"train","X1","bone","99.",30
"648","10",89600000,89700000,"train","X1","bone","99.",1,"10",13500000,13600000,"train","X1","bone","99.",2,"10",59900000,6e+07,"train","X1","bone","99.",3,"10",43700000,43800000,"train","X1","bone","99.",4,"10",13500000,13600000,"train","X1","bone","99.",5,"10",13500000,13600000,"train","X1","bone","99.",6,"10",22700000,22800000,"train","X1","bone","99.",7,"10",43700000,43800000,"train","X1","bone","99.",8,"10",13500000,13600000,"train","X1","bone","99.",9,"10",79700000,79800000,"train","X1","bone","99.",10,"10",79700000,79800000,"train","X1","bone","99.",11,"10",17300000,17400000,"train","X1","bone","99.",12,"10",93700000,93800000,"train","X1","bone","99.",13,"10",59900000,6e+07,"train","X1","bone","99.",14,"10",71900000,7.2e+07,"train","X1","bone","99.",15,"10",59900000,6e+07,"train","X1","bone","99.",16,"10",22700000,22800000,"train","X1","bone","99.",17,"10",89600000,89700000,"train","X1","bone","99.",18,"10",79700000,79800000,"train","X1","bone","99.",19,"10",79700000,79800000,"train","X1","bone","99.",20,"10",79700000,79800000,"train","X1","bone","99.",21,"10",65600000,65700000,"train","X1","bone","99.",22,"10",89600000,89700000,"train","X1","bone","99.",23,"10",13500000,13600000,"train","X1","bone","99.",24,"10",71900000,7.2e+07,"train","X1","bone","99.",25,"10",79700000,79800000,"train","X1","bone","99.",26,"10",2e+06,2100000,"train","X1","bone","99.",27,"10",79700000,79800000,"train","X1","bone","99.",28,"10",71900000,7.2e+07,"train","X1","bone","99.",29,"10",22700000,22800000,"train","X1","bone","99.",30
"650","10",93700000,93800000,"train","X1","bone","99.",1,"10",17300000,17400000,"train","X1","bone","99.",2,"10",65600000,65700000,"train","X1","bone","99.",3,"10",59900000,6e+07,"train","X1","bone","99.",4,"10",17300000,17400000,"train","X1","bone","99.",5,"10",22700000,22800000,"train","X1","bone","99.",6,"10",31400000,31500000,"train","X1","bone","99.",7,"10",65600000,65700000,"train","X1","bone","99.",8,"10",22700000,22800000,"train","X1","bone","99.",9,"10",84400000,84500000,"train","X1","bone","99.",10,"10",84400000,84500000,"train","X1","bone","99.",11,"10",22300000,22400000,"train","X1","bone","99.",12,"10",100200000,100300000,"train","X1","bone","99.",13,"10",65600000,65700000,"train","X1","bone","99.",14,"10",79700000,79800000,"train","X1","bone","99.",15,"10",71900000,7.2e+07,"train","X1","bone","99.",16,"10",43700000,43800000,"train","X1","bone","99.",17,"10",100200000,100300000,"train","X1","bone","99.",18,"10",93700000,93800000,"train","X1","bone","99.",19,"10",89600000,89700000,"train","X1","bone","99.",20,"10",89600000,89700000,"train","X1","bone","99.",21,"10",79700000,79800000,"train","X1","bone","99.",22,"10",93700000,93800000,"train","X1","bone","99.",23,"10",22700000,22800000,"train","X1","bone","99.",24,"10",84400000,84500000,"train","X1","bone","99.",25,"10",84400000,84500000,"train","X1","bone","99.",26,"10",13500000,13600000,"train","X1","bone","99.",27,"10",89600000,89700000,"train","X1","bone","99.",28,"10",79700000,79800000,"train","X1","bone","99.",29,"10",31400000,31500000,"train","X1","bone","99.",30
"653","10",100200000,100300000,"train","X1","bone","99.",1,"10",22300000,22400000,"train","X1","bone","99.",2,"10",71900000,7.2e+07,"train","X1","bone","99.",3,"10",71900000,7.2e+07,"train","X1","bone","99.",4,"10",22300000,22400000,"train","X1","bone","99.",5,"10",31400000,31500000,"train","X1","bone","99.",6,"10",43700000,43800000,"train","X1","bone","99.",7,"10",71900000,7.2e+07,"train","X1","bone","99.",8,"10",31400000,31500000,"train","X1","bone","99.",9,"10",89600000,89700000,"train","X1","bone","99.",10,"10",89600000,89700000,"train","X1","bone","99.",11,"10",22700000,22800000,"train","X1","bone","99.",12,"10",1.05e+08,105100000,"train","X1","bone","99.",13,"10",71900000,7.2e+07,"train","X1","bone","99.",14,"10",84400000,84500000,"train","X1","bone","99.",15,"10",79700000,79800000,"train","X1","bone","99.",16,"10",59900000,6e+07,"train","X1","bone","99.",17,"10",102300000,102400000,"train","X1","bone","99.",18,"10",100200000,100300000,"train","X1","bone","99.",19,"10",93700000,93800000,"train","X1","bone","99.",20,"10",100200000,100300000,"train","X1","bone","99.",21,"10",84400000,84500000,"train","X1","bone","99.",22,"10",100200000,100300000,"train","X1","bone","99.",23,"10",43700000,43800000,"train","X1","bone","99.",24,"10",89600000,89700000,"train","X1","bone","99.",25,"10",89600000,89700000,"train","X1","bone","99.",26,"10",22300000,22400000,"train","X1","bone","99.",27,"10",93700000,93800000,"train","X1","bone","99.",28,"10",84400000,84500000,"train","X1","bone","99.",29,"10",43700000,43800000,"train","X1","bone","99.",30
"660","10",102300000,102400000,"train","X1","bone","99.",1,"10",22700000,22800000,"train","X1","bone","99.",2,"10",79700000,79800000,"train","X1","bone","99.",3,"10",79700000,79800000,"train","X1","bone","99.",4,"10",22700000,22800000,"train","X1","bone","99.",5,"10",43700000,43800000,"train","X1","bone","99.",6,"10",71900000,7.2e+07,"train","X1","bone","99.",7,"10",84400000,84500000,"train","X1","bone","99.",8,"10",43700000,43800000,"train","X1","bone","99.",9,"10",93700000,93800000,"train","X1","bone","99.",10,"10",100200000,100300000,"train","X1","bone","99.",11,"10",31400000,31500000,"train","X1","bone","99.",12,"10",112100000,112200000,"train","X1","bone","99.",13,"10",93700000,93800000,"train","X1","bone","99.",14,"10",93700000,93800000,"train","X1","bone","99.",15,"10",84400000,84500000,"train","X1","bone","99.",16,"10",65600000,65700000,"train","X1","bone","99.",17,"10",1.05e+08,105100000,"train","X1","bone","99.",18,"10",102300000,102400000,"train","X1","bone","99.",19,"10",100200000,100300000,"train","X1","bone","99.",20,"10",102300000,102400000,"train","X1","bone","99.",21,"10",89600000,89700000,"train","X1","bone","99.",22,"10",102300000,102400000,"train","X1","bone","99.",23,"10",59900000,6e+07,"train","X1","bone","99.",24,"10",93700000,93800000,"train","X1","bone","99.",25,"10",93700000,93800000,"train","X1","bone","99.",26,"10",43700000,43800000,"train","X1","bone","99.",27,"10",100200000,100300000,"train","X1","bone","99.",28,"10",89600000,89700000,"train","X1","bone","99.",29,"10",59900000,6e+07,"train","X1","bone","99.",30
"661","10",1.05e+08,105100000,"train","X1","bone","99.",1,"10",31400000,31500000,"train","X1","bone","99.",2,"10",84400000,84500000,"train","X1","bone","99.",3,"10",84400000,84500000,"train","X1","bone","99.",4,"10",31400000,31500000,"train","X1","bone","99.",5,"10",59900000,6e+07,"train","X1","bone","99.",6,"10",79700000,79800000,"train","X1","bone","99.",7,"10",93700000,93800000,"train","X1","bone","99.",8,"10",59900000,6e+07,"train","X1","bone","99.",9,"10",100200000,100300000,"train","X1","bone","99.",10,"10",102300000,102400000,"train","X1","bone","99.",11,"10",43700000,43800000,"train","X1","bone","99.",12,"10",134100000,134200000,"train","X1","bone","99.",13,"10",102300000,102400000,"train","X1","bone","99.",14,"10",100200000,100300000,"train","X1","bone","99.",15,"10",89600000,89700000,"train","X1","bone","99.",16,"10",71900000,7.2e+07,"train","X1","bone","99.",17,"10",1.21e+08,121100000,"train","X1","bone","99.",18,"10",1.05e+08,105100000,"train","X1","bone","99.",19,"10",102300000,102400000,"train","X1","bone","99.",20,"10",112100000,112200000,"train","X1","bone","99.",21,"10",100200000,100300000,"train","X1","bone","99.",22,"10",1.05e+08,105100000,"train","X1","bone","99.",23,"10",65600000,65700000,"train","X1","bone","99.",24,"10",100200000,100300000,"train","X1","bone","99.",25,"10",100200000,100300000,"train","X1","bone","99.",26,"10",59900000,6e+07,"train","X1","bone","99.",27,"10",1.05e+08,105100000,"train","X1","bone","99.",28,"10",93700000,93800000,"train","X1","bone","99.",29,"10",100200000,100300000,"train","X1","bone","99.",30
"672","10",134900000,1.35e+08,"train","X1","bone","99.",1,"10",71900000,7.2e+07,"train","X1","bone","99.",2,"10",89600000,89700000,"train","X1","bone","99.",3,"10",89600000,89700000,"train","X1","bone","99.",4,"10",59900000,6e+07,"train","X1","bone","99.",5,"10",65600000,65700000,"train","X1","bone","99.",6,"10",84400000,84500000,"train","X1","bone","99.",7,"10",100200000,100300000,"train","X1","bone","99.",8,"10",65600000,65700000,"train","X1","bone","99.",9,"10",102300000,102400000,"train","X1","bone","99.",10,"10",1.05e+08,105100000,"train","X1","bone","99.",11,"10",59900000,6e+07,"train","X1","bone","99.",12,"10",135100000,135200000,"train","X1","bone","99.",13,"10",112100000,112200000,"train","X1","bone","99.",14,"10",102300000,102400000,"train","X1","bone","99.",15,"10",93700000,93800000,"train","X1","bone","99.",16,"10",79700000,79800000,"train","X1","bone","99.",17,"10",134100000,134200000,"train","X1","bone","99.",18,"10",1.21e+08,121100000,"train","X1","bone","99.",19,"10",122700000,122800000,"train","X1","bone","99.",20,"10",1.21e+08,121100000,"train","X1","bone","99.",21,"10",102300000,102400000,"train","X1","bone","99.",22,"10",112100000,112200000,"train","X1","bone","99.",23,"10",84400000,84500000,"train","X1","bone","99.",24,"10",102300000,102400000,"train","X1","bone","99.",25,"10",102300000,102400000,"train","X1","bone","99.",26,"10",84400000,84500000,"train","X1","bone","99.",27,"10",112100000,112200000,"train","X1","bone","99.",28,"10",100200000,100300000,"train","X1","bone","99.",29,"10",112100000,112200000,"train","X1","bone","99.",30
"673","10",135100000,135200000,"train","X1","bone","99.",1,"10",79700000,79800000,"train","X1","bone","99.",2,"10",93700000,93800000,"train","X1","bone","99.",3,"10",93700000,93800000,"train","X1","bone","99.",4,"10",65600000,65700000,"train","X1","bone","99.",5,"10",71900000,7.2e+07,"train","X1","bone","99.",6,"10",89600000,89700000,"train","X1","bone","99.",7,"10",112100000,112200000,"train","X1","bone","99.",8,"10",79700000,79800000,"train","X1","bone","99.",9,"10",1.05e+08,105100000,"train","X1","bone","99.",10,"10",112100000,112200000,"train","X1","bone","99.",11,"10",65600000,65700000,"train","X1","bone","99.",12,"11",48300000,48400000,"train","X1","bone","99.",13,"10",122700000,122800000,"train","X1","bone","99.",14,"10",1.05e+08,105100000,"train","X1","bone","99.",15,"10",102300000,102400000,"train","X1","bone","99.",16,"10",84400000,84500000,"train","X1","bone","99.",17,"10",135100000,135200000,"train","X1","bone","99.",18,"10",134100000,134200000,"train","X1","bone","99.",19,"10",134100000,134200000,"train","X1","bone","99.",20,"10",122700000,122800000,"train","X1","bone","99.",21,"10",1.05e+08,105100000,"train","X1","bone","99.",22,"10",1.21e+08,121100000,"train","X1","bone","99.",23,"10",100200000,100300000,"train","X1","bone","99.",24,"10",1.05e+08,105100000,"train","X1","bone","99.",25,"10",1.05e+08,105100000,"train","X1","bone","99.",26,"10",89600000,89700000,"train","X1","bone","99.",27,"10",1.21e+08,121100000,"train","X1","bone","99.",28,"10",112100000,112200000,"train","X1","bone","99.",29,"10",1.21e+08,121100000,"train","X1","bone","99.",30
